"REGION","TECHNOLOGY","EMISSION","MODE_OF_OPERATION","YEAR","Val"
"ATX","ICE_DSL_F","CO2","1","2041",0.000276
"ATX","ICE_DSL_F","CO2","1","2042",0.000276
"ATX","ICE_DSL_F","CO2","1","2043",0.000276
"ATX","ICE_DSL_F","CO2","1","2044",0.000276
"ATX","ICE_DSL_F","CO2","1","2045",0.000276
"ATX","ICE_DSL_F","CO2","1","2046",0.000276
"ATX","ICE_DSL_F","CO2","1","2047",0.000276
"ATX","ICE_DSL_F","CO2","1","2048",0.000276
"ATX","ICE_DSL_F","CO2","1","2049",0.000276
"ATX","ICE_DSL_F","CO2","1","2050",0.000276
"ATX","PHEV_F","CO2","1","2015",0.000104
"ATX","PHEV_F","CO2","1","2016",0.000104
"ATX","PHEV_F","CO2","1","2017",0.000104
"ATX","PHEV_F","CO2","1","2018",0.000104
"ATX","PHEV_F","CO2","1","2019",0.000104
"ATX","PHEV_F","CO2","1","2020",0.000104
"ATX","PHEV_F","CO2","1","2021",0.000104
"ATX","PHEV_F","CO2","1","2022",0.000104
"ATX","PHEV_F","CO2","1","2023",0.000104
"ATX","PHEV_F","CO2","1","2024",0.000104
"ATX","PHEV_F","CO2","1","2025",0.000104
"ATX","PHEV_F","CO2","1","2026",0.000104
"ATX","PHEV_F","CO2","1","2027",0.000104
"ATX","PHEV_F","CO2","1","2028",0.000104
"ATX","PHEV_F","CO2","1","2029",0.000104
"ATX","PHEV_F","CO2","1","2030",0.000104
"ATX","PHEV_F","CO2","1","2031",0.000104
"ATX","PHEV_F","CO2","1","2032",0.000104
"ATX","PHEV_F","CO2","1","2033",0.000104
"ATX","PHEV_F","CO2","1","2034",0.000104
"ATX","PHEV_F","CO2","1","2035",0.000104
"ATX","PHEV_F","CO2","1","2036",0.000104
"ATX","PHEV_F","CO2","1","2037",0.000104
"ATX","PHEV_F","CO2","1","2038",0.000104
"ATX","PHEV_F","CO2","1","2039",0.000104
"ATX","PHEV_F","CO2","1","2040",0.000104
"ATX","PHEV_F","CO2","1","2041",0.000104
"ATX","PHEV_F","CO2","1","2042",0.000104
"ATX","PHEV_F","CO2","1","2043",0.000104
"ATX","PHEV_F","CO2","1","2044",0.000104
"ATX","PHEV_F","CO2","1","2045",0.000104
"ATX","PHEV_F","CO2","1","2046",0.000104
"ATX","PHEV_F","CO2","1","2047",0.000104
"ATX","PHEV_F","CO2","1","2048",0.000104
"ATX","PHEV_F","CO2","1","2049",0.000104
"ATX","PHEV_F","CO2","1","2050",0.000104
"ATX","HYBRID_F","CO2","1","2015",0.000194
"ATX","HYBRID_F","CO2","1","2016",0.000194
"ATX","HYBRID_F","CO2","1","2017",0.000194
"ATX","HYBRID_F","CO2","1","2018",0.000194
"ATX","HYBRID_F","CO2","1","2019",0.000194
"ATX","HYBRID_F","CO2","1","2020",0.000194
"ATX","HYBRID_F","CO2","1","2021",0.000194
"ATX","HYBRID_F","CO2","1","2022",0.000194
"ATX","HYBRID_F","CO2","1","2023",0.000194
"ATX","HYBRID_F","CO2","1","2024",0.000194
"ATX","HYBRID_F","CO2","1","2025",0.000194
"ATX","HYBRID_F","CO2","1","2026",0.000194
"ATX","HYBRID_F","CO2","1","2027",0.000194
"ATX","HYBRID_F","CO2","1","2028",0.000194
"ATX","HYBRID_F","CO2","1","2029",0.000194
"ATX","HYBRID_F","CO2","1","2030",0.000194
"ATX","HYBRID_F","CO2","1","2031",0.000194
"ATX","HYBRID_F","CO2","1","2032",0.000194
"ATX","HYBRID_F","CO2","1","2033",0.000194
"ATX","HYBRID_F","CO2","1","2034",0.000194
"ATX","HYBRID_F","CO2","1","2035",0.000194
"ATX","HYBRID_F","CO2","1","2036",0.000194
"ATX","HYBRID_F","CO2","1","2037",0.000194
"ATX","HYBRID_F","CO2","1","2038",0.000194
"ATX","HYBRID_F","CO2","1","2039",0.000194
"ATX","HYBRID_F","CO2","1","2040",0.000194
"ATX","HYBRID_F","CO2","1","2041",0.000194
"ATX","HYBRID_F","CO2","1","2042",0.000194
"ATX","HYBRID_F","CO2","1","2043",0.000194
"ATX","HYBRID_F","CO2","1","2044",0.000194
"ATX","HYBRID_F","CO2","1","2045",0.000194
"ATX","HYBRID_F","CO2","1","2046",0.000194
"ATX","HYBRID_F","CO2","1","2047",0.000194
"ATX","HYBRID_F","CO2","1","2048",0.000194
"ATX","HYBRID_F","CO2","1","2049",0.000194
"ATX","HYBRID_F","CO2","1","2050",0.000194
"ATX","ICE_PET_PUB","CO2","1","2015",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2016",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2017",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2018",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2019",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2020",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2021",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2022",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2023",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2024",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2025",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2026",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2027",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2028",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2029",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2030",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2031",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2032",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2033",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2034",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2035",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2036",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2037",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2038",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2039",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2040",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2041",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2042",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2043",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2044",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2045",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2046",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2047",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2048",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2049",1.953333E-5
"ATX","ICE_PET_PUB","CO2","1","2050",1.953333E-5
"ATX","ICE_DSL_PUB","CO2","1","2015",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2016",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2017",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2018",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2019",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2020",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2021",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2022",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2023",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2024",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2025",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2026",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2027",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2028",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2029",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2030",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2031",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2032",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2033",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2034",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2035",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2036",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2037",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2038",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2039",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2040",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2041",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2042",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2043",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2044",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2045",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2046",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2047",1.84E-5
"ATX","ICE_DSL_PUB","CO2","1","2048",1.84E-5
