"REGION","TECHNOLOGY","EMISSION","MODE_OF_OPERATION","YEAR","Val"
"ATX","CCPP","CO2","1","2038",0.102779
"ATX","CCPP","CO2","1","2039",0.102779
"ATX","CCPP","CO2","1","2040",0.102779
"ATX","CCPP","CO2","1","2041",0.102779
"ATX","CCPP","CO2","1","2042",0.102779
"ATX","CCPP","CO2","1","2043",0.102779
"ATX","CCPP","CO2","1","2044",0.102779
"ATX","CCPP","CO2","1","2045",0.102779
"ATX","CCPP","CO2","1","2046",0.102779
"ATX","CCPP","CO2","1","2047",0.102779
"ATX","CCPP","CO2","1","2048",0.102779
"ATX","CCPP","CO2","1","2049",0.102779
"ATX","CCPP","CO2","1","2050",0.102779
"ATX","CTPP","CO2","1","2015",0.134168
"ATX","CTPP","CO2","1","2016",0.134168
"ATX","CTPP","CO2","1","2017",0.134168
"ATX","CTPP","CO2","1","2018",0.134168
"ATX","CTPP","CO2","1","2019",0.134168
"ATX","CTPP","CO2","1","2020",0.134168
"ATX","CTPP","CO2","1","2021",0.134168
"ATX","CTPP","CO2","1","2022",0.134168
"ATX","CTPP","CO2","1","2023",0.134168
"ATX","CTPP","CO2","1","2024",0.134168
"ATX","CTPP","CO2","1","2025",0.134168
"ATX","CTPP","CO2","1","2026",0.134168
"ATX","CTPP","CO2","1","2027",0.134168
"ATX","CTPP","CO2","1","2028",0.134168
"ATX","CTPP","CO2","1","2029",0.134168
"ATX","CTPP","CO2","1","2030",0.134168
"ATX","CTPP","CO2","1","2031",0.134168
"ATX","CTPP","CO2","1","2032",0.134168
"ATX","CTPP","CO2","1","2033",0.134168
"ATX","CTPP","CO2","1","2034",0.134168
"ATX","CTPP","CO2","1","2035",0.134168
"ATX","CTPP","CO2","1","2036",0.134168
"ATX","CTPP","CO2","1","2037",0.134168
"ATX","CTPP","CO2","1","2038",0.134168
"ATX","CTPP","CO2","1","2039",0.134168
"ATX","CTPP","CO2","1","2040",0.134168
"ATX","CTPP","CO2","1","2041",0.134168
"ATX","CTPP","CO2","1","2042",0.134168
"ATX","CTPP","CO2","1","2043",0.134168
"ATX","CTPP","CO2","1","2044",0.134168
"ATX","CTPP","CO2","1","2045",0.134168
"ATX","CTPP","CO2","1","2046",0.134168
"ATX","CTPP","CO2","1","2047",0.134168
"ATX","CTPP","CO2","1","2048",0.134168
"ATX","CTPP","CO2","1","2049",0.134168
"ATX","CTPP","CO2","1","2050",0.134168
"ATX","BIOPP","CO2","1","2015",0.063889
"ATX","BIOPP","CO2","1","2016",0.063889
"ATX","BIOPP","CO2","1","2017",0.063889
"ATX","BIOPP","CO2","1","2018",0.063889
"ATX","BIOPP","CO2","1","2019",0.063889
"ATX","BIOPP","CO2","1","2020",0.063889
"ATX","BIOPP","CO2","1","2021",0.063889
"ATX","BIOPP","CO2","1","2022",0.063889
"ATX","BIOPP","CO2","1","2023",0.063889
"ATX","BIOPP","CO2","1","2024",0.063889
"ATX","BIOPP","CO2","1","2025",0.063889
"ATX","BIOPP","CO2","1","2026",0.063889
"ATX","BIOPP","CO2","1","2027",0.063889
"ATX","BIOPP","CO2","1","2028",0.063889
"ATX","BIOPP","CO2","1","2029",0.063889
"ATX","BIOPP","CO2","1","2030",0.063889
"ATX","BIOPP","CO2","1","2031",0.063889
"ATX","BIOPP","CO2","1","2032",0.063889
"ATX","BIOPP","CO2","1","2033",0.063889
"ATX","BIOPP","CO2","1","2034",0.063889
"ATX","BIOPP","CO2","1","2035",0.063889
"ATX","BIOPP","CO2","1","2036",0.063889
"ATX","BIOPP","CO2","1","2037",0.063889
"ATX","BIOPP","CO2","1","2038",0.063889
"ATX","BIOPP","CO2","1","2039",0.063889
"ATX","BIOPP","CO2","1","2040",0.063889
"ATX","BIOPP","CO2","1","2041",0.063889
"ATX","BIOPP","CO2","1","2042",0.063889
"ATX","BIOPP","CO2","1","2043",0.063889
"ATX","BIOPP","CO2","1","2044",0.063889
"ATX","BIOPP","CO2","1","2045",0.063889
"ATX","BIOPP","CO2","1","2046",0.063889
"ATX","BIOPP","CO2","1","2047",0.063889
"ATX","BIOPP","CO2","1","2048",0.063889
"ATX","BIOPP","CO2","1","2049",0.063889
"ATX","BIOPP","CO2","1","2050",0.063889
"ATX","CCCCSPP","CO2","1","2015",0.047223
"ATX","CCCCSPP","CO2","1","2016",0.047223
"ATX","CCCCSPP","CO2","1","2017",0.047223
"ATX","CCCCSPP","CO2","1","2018",0.047223
"ATX","CCCCSPP","CO2","1","2019",0.047223
"ATX","CCCCSPP","CO2","1","2020",0.047223
"ATX","CCCCSPP","CO2","1","2021",0.047223
"ATX","CCCCSPP","CO2","1","2022",0.047223
"ATX","CCCCSPP","CO2","1","2023",0.047223
"ATX","CCCCSPP","CO2","1","2024",0.047223
"ATX","CCCCSPP","CO2","1","2025",0.047223
"ATX","CCCCSPP","CO2","1","2026",0.047223
"ATX","CCCCSPP","CO2","1","2027",0.047223
"ATX","CCCCSPP","CO2","1","2028",0.047223
"ATX","CCCCSPP","CO2","1","2029",0.047223
"ATX","CCCCSPP","CO2","1","2030",0.047223
"ATX","CCCCSPP","CO2","1","2031",0.047223
"ATX","CCCCSPP","CO2","1","2032",0.047223
"ATX","CCCCSPP","CO2","1","2033",0.047223
"ATX","CCCCSPP","CO2","1","2034",0.047223
"ATX","CCCCSPP","CO2","1","2035",0.047223
"ATX","CCCCSPP","CO2","1","2036",0.047223
"ATX","CCCCSPP","CO2","1","2037",0.047223
"ATX","CCCCSPP","CO2","1","2038",0.047223
"ATX","CCCCSPP","CO2","1","2039",0.047223
"ATX","CCCCSPP","CO2","1","2040",0.047223
"ATX","CCCCSPP","CO2","1","2041",0.047223
"ATX","CCCCSPP","CO2","1","2042",0.047223
"ATX","CCCCSPP","CO2","1","2043",0.047223
"ATX","CCCCSPP","CO2","1","2044",0.047223
"ATX","CCCCSPP","CO2","1","2045",0.047223
"ATX","CCCCSPP","CO2","1","2046",0.047223
"ATX","CCCCSPP","CO2","1","2047",0.047223
"ATX","CCCCSPP","CO2","1","2048",0.047223
"ATX","CCCCSPP","CO2","1","2049",0.047223
"ATX","CCCCSPP","CO2","1","2050",0.047223
"ATX","IGCCCCSPP","CO2","1","2015",0.055556
"ATX","IGCCCCSPP","CO2","1","2016",0.055556
"ATX","IGCCCCSPP","CO2","1","2017",0.055556
"ATX","IGCCCCSPP","CO2","1","2018",0.055556
"ATX","IGCCCCSPP","CO2","1","2019",0.055556
"ATX","IGCCCCSPP","CO2","1","2020",0.055556
"ATX","IGCCCCSPP","CO2","1","2021",0.055556
"ATX","IGCCCCSPP","CO2","1","2022",0.055556
"ATX","IGCCCCSPP","CO2","1","2023",0.055556
"ATX","IGCCCCSPP","CO2","1","2024",0.055556
"ATX","IGCCCCSPP","CO2","1","2025",0.055556
"ATX","IGCCCCSPP","CO2","1","2026",0.055556
"ATX","IGCCCCSPP","CO2","1","2027",0.055556
"ATX","IGCCCCSPP","CO2","1","2028",0.055556
"ATX","IGCCCCSPP","CO2","1","2029",0.055556
"ATX","IGCCCCSPP","CO2","1","2030",0.055556
"ATX","IGCCCCSPP","CO2","1","2031",0.055556
"ATX","IGCCCCSPP","CO2","1","2032",0.055556
"ATX","IGCCCCSPP","CO2","1","2033",0.055556
"ATX","IGCCCCSPP","CO2","1","2034",0.055556
"ATX","IGCCCCSPP","CO2","1","2035",0.055556
"ATX","IGCCCCSPP","CO2","1","2036",0.055556
"ATX","IGCCCCSPP","CO2","1","2037",0.055556
"ATX","IGCCCCSPP","CO2","1","2038",0.055556
"ATX","IGCCCCSPP","CO2","1","2039",0.055556
"ATX","IGCCCCSPP","CO2","1","2040",0.055556
"ATX","IGCCCCSPP","CO2","1","2041",0.055556
"ATX","IGCCCCSPP","CO2","1","2042",0.055556
"ATX","IGCCCCSPP","CO2","1","2043",0.055556
"ATX","IGCCCCSPP","CO2","1","2044",0.055556
"ATX","IGCCCCSPP","CO2","1","2045",0.055556
"ATX","IGCCCCSPP","CO2","1","2046",0.055556
"ATX","IGCCCCSPP","CO2","1","2047",0.055556
"ATX","IGCCCCSPP","CO2","1","2048",0.055556
"ATX","IGCCCCSPP","CO2","1","2049",0.055556
"ATX","IGCCCCSPP","CO2","1","2050",0.055556
"ATX","ICE_PET","CO2","1","2015",0.000293
"ATX","ICE_PET","CO2","1","2016",0.000293
"ATX","ICE_PET","CO2","1","2017",0.000293
"ATX","ICE_PET","CO2","1","2018",0.000293
"ATX","ICE_PET","CO2","1","2019",0.000293
"ATX","ICE_PET","CO2","1","2020",0.000293
"ATX","ICE_PET","CO2","1","2021",0.000293
"ATX","ICE_PET","CO2","1","2022",0.000293
"ATX","ICE_PET","CO2","1","2023",0.000293
"ATX","ICE_PET","CO2","1","2024",0.000293
"ATX","ICE_PET","CO2","1","2025",0.000293
"ATX","ICE_PET","CO2","1","2026",0.000293
"ATX","ICE_PET","CO2","1","2027",0.000293
"ATX","ICE_PET","CO2","1","2028",0.000293
"ATX","ICE_PET","CO2","1","2029",0.000293
"ATX","ICE_PET","CO2","1","2030",0.000293
"ATX","ICE_PET","CO2","1","2031",0.000293
"ATX","ICE_PET","CO2","1","2032",0.000293
"ATX","ICE_PET","CO2","1","2033",0.000293
"ATX","ICE_PET","CO2","1","2034",0.000293
"ATX","ICE_PET","CO2","1","2035",0.000293
