"REGION","TECHNOLOGY","MODE_OF_OPERATION","YEAR","Val"
"ATX","EV_DISCHARGE_F","1","2045",1E-6
"ATX","EV_DISCHARGE_F","1","2046",1E-6
"ATX","EV_DISCHARGE_F","1","2047",1E-6
"ATX","EV_DISCHARGE_F","1","2048",1E-6
"ATX","EV_DISCHARGE_F","1","2049",1E-6
"ATX","EV_DISCHARGE_F","1","2050",1E-6
"ATX","EV_DISCHARGE_F","2","2015",1E-6
"ATX","EV_DISCHARGE_F","2","2016",1E-6
"ATX","EV_DISCHARGE_F","2","2017",1E-6
"ATX","EV_DISCHARGE_F","2","2018",1E-6
"ATX","EV_DISCHARGE_F","2","2019",1E-6
"ATX","EV_DISCHARGE_F","2","2020",1E-6
"ATX","EV_DISCHARGE_F","2","2021",1E-6
"ATX","EV_DISCHARGE_F","2","2022",1E-6
"ATX","EV_DISCHARGE_F","2","2023",1E-6
"ATX","EV_DISCHARGE_F","2","2024",1E-6
"ATX","EV_DISCHARGE_F","2","2025",1E-6
"ATX","EV_DISCHARGE_F","2","2026",1E-6
"ATX","EV_DISCHARGE_F","2","2027",1E-6
"ATX","EV_DISCHARGE_F","2","2028",1E-6
"ATX","EV_DISCHARGE_F","2","2029",1E-6
"ATX","EV_DISCHARGE_F","2","2030",1E-6
"ATX","EV_DISCHARGE_F","2","2031",1E-6
"ATX","EV_DISCHARGE_F","2","2032",1E-6
"ATX","EV_DISCHARGE_F","2","2033",1E-6
"ATX","EV_DISCHARGE_F","2","2034",1E-6
"ATX","EV_DISCHARGE_F","2","2035",1E-6
"ATX","EV_DISCHARGE_F","2","2036",1E-6
"ATX","EV_DISCHARGE_F","2","2037",1E-6
"ATX","EV_DISCHARGE_F","2","2038",1E-6
"ATX","EV_DISCHARGE_F","2","2039",1E-6
"ATX","EV_DISCHARGE_F","2","2040",1E-6
"ATX","EV_DISCHARGE_F","2","2041",1E-6
"ATX","EV_DISCHARGE_F","2","2042",1E-6
"ATX","EV_DISCHARGE_F","2","2043",1E-6
"ATX","EV_DISCHARGE_F","2","2044",1E-6
"ATX","EV_DISCHARGE_F","2","2045",1E-6
"ATX","EV_DISCHARGE_F","2","2046",1E-6
"ATX","EV_DISCHARGE_F","2","2047",1E-6
"ATX","EV_DISCHARGE_F","2","2048",1E-6
"ATX","EV_DISCHARGE_F","2","2049",1E-6
"ATX","EV_DISCHARGE_F","2","2050",1E-6
"ATX","BUYCOAL","1","2015",1.8956
"ATX","BUYCOAL","1","2016",1.8956
"ATX","BUYCOAL","1","2017",1.8956
"ATX","BUYCOAL","1","2018",1.8956
"ATX","BUYCOAL","1","2019",1.8956
"ATX","BUYCOAL","1","2020",1.8956
"ATX","BUYCOAL","1","2021",1.8956
"ATX","BUYCOAL","1","2022",1.8956
"ATX","BUYCOAL","1","2023",1.8956
"ATX","BUYCOAL","1","2024",1.8956
"ATX","BUYCOAL","1","2025",1.8956
"ATX","BUYCOAL","1","2026",1.8956
"ATX","BUYCOAL","1","2027",1.8956
"ATX","BUYCOAL","1","2028",1.8956
"ATX","BUYCOAL","1","2029",1.8956
"ATX","BUYCOAL","1","2030",1.8956
"ATX","BUYCOAL","1","2031",1.8956
"ATX","BUYCOAL","1","2032",1.8956
"ATX","BUYCOAL","1","2033",1.8956
"ATX","BUYCOAL","1","2034",1.8956
"ATX","BUYCOAL","1","2035",1.8956
"ATX","BUYCOAL","1","2036",1.8956
"ATX","BUYCOAL","1","2037",1.8956
"ATX","BUYCOAL","1","2038",1.8956
"ATX","BUYCOAL","1","2039",1.8956
"ATX","BUYCOAL","1","2040",1.8956
"ATX","BUYCOAL","1","2041",1.8956
"ATX","BUYCOAL","1","2042",1.8956
"ATX","BUYCOAL","1","2043",1.8956
"ATX","BUYCOAL","1","2044",1.8956
"ATX","BUYCOAL","1","2045",1.8956
"ATX","BUYCOAL","1","2046",1.8956
"ATX","BUYCOAL","1","2047",1.8956
"ATX","BUYCOAL","1","2048",1.8956
"ATX","BUYCOAL","1","2049",1.8956
"ATX","BUYCOAL","1","2050",1.8956
"ATX","BUYCOAL","2","2015",1E-6
"ATX","BUYCOAL","2","2016",1E-6
"ATX","BUYCOAL","2","2017",1E-6
"ATX","BUYCOAL","2","2018",1E-6
"ATX","BUYCOAL","2","2019",1E-6
"ATX","BUYCOAL","2","2020",1E-6
"ATX","BUYCOAL","2","2021",1E-6
"ATX","BUYCOAL","2","2022",1E-6
"ATX","BUYCOAL","2","2023",1E-6
"ATX","BUYCOAL","2","2024",1E-6
"ATX","BUYCOAL","2","2025",1E-6
"ATX","BUYCOAL","2","2026",1E-6
"ATX","BUYCOAL","2","2027",1E-6
"ATX","BUYCOAL","2","2028",1E-6
"ATX","BUYCOAL","2","2029",1E-6
"ATX","BUYCOAL","2","2030",1E-6
"ATX","BUYCOAL","2","2031",1E-6
"ATX","BUYCOAL","2","2032",1E-6
"ATX","BUYCOAL","2","2033",1E-6
"ATX","BUYCOAL","2","2034",1E-6
"ATX","BUYCOAL","2","2035",1E-6
"ATX","BUYCOAL","2","2036",1E-6
"ATX","BUYCOAL","2","2037",1E-6
"ATX","BUYCOAL","2","2038",1E-6
"ATX","BUYCOAL","2","2039",1E-6
"ATX","BUYCOAL","2","2040",1E-6
"ATX","BUYCOAL","2","2041",1E-6
"ATX","BUYCOAL","2","2042",1E-6
"ATX","BUYCOAL","2","2043",1E-6
"ATX","BUYCOAL","2","2044",1E-6
"ATX","BUYCOAL","2","2045",1E-6
"ATX","BUYCOAL","2","2046",1E-6
"ATX","BUYCOAL","2","2047",1E-6
"ATX","BUYCOAL","2","2048",1E-6
"ATX","BUYCOAL","2","2049",1E-6
"ATX","BUYCOAL","2","2050",1E-6
"ATX","BUYURN","1","2015",0.502
"ATX","BUYURN","1","2016",0.5197
"ATX","BUYURN","1","2017",0.5541
"ATX","BUYURN","1","2018",0.5728
"ATX","BUYURN","1","2019",0.5748
"ATX","BUYURN","1","2020",0.5728
"ATX","BUYURN","1","2021",0.5905
"ATX","BUYURN","1","2022",0.6132
"ATX","BUYURN","1","2023",0.6378
"ATX","BUYURN","1","2024",0.6516
"ATX","BUYURN","1","2025",0.684
"ATX","BUYURN","1","2026",0.7027
"ATX","BUYURN","1","2027",0.7205
"ATX","BUYURN","1","2028",0.7401
"ATX","BUYURN","1","2029",0.749
"ATX","BUYURN","1","2030",0.7579
"ATX","BUYURN","1","2031",0.7785
"ATX","BUYURN","1","2032",0.8012
"ATX","BUYURN","1","2033",0.8238
"ATX","BUYURN","1","2034",0.8464
"ATX","BUYURN","1","2035",0.8701
"ATX","BUYURN","1","2036",0.8947
"ATX","BUYURN","1","2037",0.9203
"ATX","BUYURN","1","2038",0.9468
"ATX","BUYURN","1","2039",0.9744
"ATX","BUYURN","1","2040",1.001
"ATX","BUYURN","1","2041",1.0305
"ATX","BUYURN","1","2042",1.06
"ATX","BUYURN","1","2043",1.0896
"ATX","BUYURN","1","2044",1.1211
"ATX","BUYURN","1","2045",1.1535
"ATX","BUYURN","1","2046",1.187
"ATX","BUYURN","1","2047",1.2205
"ATX","BUYURN","1","2048",1.2559
"ATX","BUYURN","1","2049",1.2923
"ATX","BUYURN","1","2050",1.3297
"ATX","BUYURN","2","2015",1E-6
"ATX","BUYURN","2","2016",1E-6
"ATX","BUYURN","2","2017",1E-6
"ATX","BUYURN","2","2018",1E-6
"ATX","BUYURN","2","2019",1E-6
"ATX","BUYURN","2","2020",1E-6
"ATX","BUYURN","2","2021",1E-6
"ATX","BUYURN","2","2022",1E-6
"ATX","BUYURN","2","2023",1E-6
"ATX","BUYURN","2","2024",1E-6
"ATX","BUYURN","2","2025",1E-6
"ATX","BUYURN","2","2026",1E-6
"ATX","BUYURN","2","2027",1E-6
"ATX","BUYURN","2","2028",1E-6
"ATX","BUYURN","2","2029",1E-6
"ATX","BUYURN","2","2030",1E-6
"ATX","BUYURN","2","2031",1E-6
"ATX","BUYURN","2","2032",1E-6
"ATX","BUYURN","2","2033",1E-6
"ATX","BUYURN","2","2034",1E-6
"ATX","BUYURN","2","2035",1E-6
"ATX","BUYURN","2","2036",1E-6
"ATX","BUYURN","2","2037",1E-6
"ATX","BUYURN","2","2038",1E-6
"ATX","BUYURN","2","2039",1E-6
"ATX","BUYURN","2","2040",1E-6
"ATX","BUYURN","2","2041",1E-6
"ATX","BUYURN","2","2042",1E-6
"ATX","BUYURN","2","2043",1E-6
"ATX","BUYURN","2","2044",1E-6
"ATX","BUYURN","2","2045",1E-6
"ATX","BUYURN","2","2046",1E-6
"ATX","BUYURN","2","2047",1E-6
"ATX","BUYURN","2","2048",1E-6
"ATX","BUYURN","2","2049",1E-6
"ATX","BUYURN","2","2050",1E-6
"ATX","BUYBIO","1","2015",2.7679
"ATX","BUYBIO","1","2016",2.7679
"ATX","BUYBIO","1","2017",2.7679
"ATX","BUYBIO","1","2018",2.7679
"ATX","BUYBIO","1","2019",2.7679
"ATX","BUYBIO","1","2020",2.7679
"ATX","BUYBIO","1","2021",2.7679
"ATX","BUYBIO","1","2022",2.7679
"ATX","BUYBIO","1","2023",2.7679
"ATX","BUYBIO","1","2024",2.7679
"ATX","BUYBIO","1","2025",2.7679
"ATX","BUYBIO","1","2026",2.7679
"ATX","BUYBIO","1","2027",2.7679
"ATX","BUYBIO","1","2028",2.7679
"ATX","BUYBIO","1","2029",2.7679
"ATX","BUYBIO","1","2030",2.7679
"ATX","BUYBIO","1","2031",2.7679
"ATX","BUYBIO","1","2032",2.7679
"ATX","BUYBIO","1","2033",2.7679
"ATX","BUYBIO","1","2034",2.7679
"ATX","BUYBIO","1","2035",2.7679
"ATX","BUYBIO","1","2036",2.7679
"ATX","BUYBIO","1","2037",2.7679
"ATX","BUYBIO","1","2038",2.7679
"ATX","BUYBIO","1","2039",2.7679
"ATX","BUYBIO","1","2040",2.7679
"ATX","BUYBIO","1","2041",2.7679
"ATX","BUYBIO","1","2042",2.7679
"ATX","BUYBIO","1","2043",2.7679
"ATX","BUYBIO","1","2044",2.7679
"ATX","BUYBIO","1","2045",2.7679
"ATX","BUYBIO","1","2046",2.7679
"ATX","BUYBIO","1","2047",2.7679
"ATX","BUYBIO","1","2048",2.7679
"ATX","BUYBIO","1","2049",2.7679
"ATX","BUYBIO","1","2050",2.7679
"ATX","BUYBIO","2","2015",1E-6
"ATX","BUYBIO","2","2016",1E-6
"ATX","BUYBIO","2","2017",1E-6
"ATX","BUYBIO","2","2018",1E-6
"ATX","BUYBIO","2","2019",1E-6
"ATX","BUYBIO","2","2020",1E-6
"ATX","BUYBIO","2","2021",1E-6
"ATX","BUYBIO","2","2022",1E-6
"ATX","BUYBIO","2","2023",1E-6
"ATX","BUYBIO","2","2024",1E-6
"ATX","BUYBIO","2","2025",1E-6
"ATX","BUYBIO","2","2026",1E-6
"ATX","BUYBIO","2","2027",1E-6
"ATX","BUYBIO","2","2028",1E-6
"ATX","BUYBIO","2","2029",1E-6
"ATX","BUYBIO","2","2030",1E-6
"ATX","BUYBIO","2","2031",1E-6
"ATX","BUYBIO","2","2032",1E-6
"ATX","BUYBIO","2","2033",1E-6
"ATX","BUYBIO","2","2034",1E-6
"ATX","BUYBIO","2","2035",1E-6
"ATX","BUYBIO","2","2036",1E-6
"ATX","BUYBIO","2","2037",1E-6
"ATX","BUYBIO","2","2038",1E-6
"ATX","BUYBIO","2","2039",1E-6
"ATX","BUYBIO","2","2040",1E-6
"ATX","BUYBIO","2","2041",1E-6
"ATX","BUYBIO","2","2042",1E-6
"ATX","BUYBIO","2","2043",1E-6
"ATX","BUYBIO","2","2044",1E-6
"ATX","BUYBIO","2","2045",1E-6
"ATX","BUYBIO","2","2046",1E-6
"ATX","BUYBIO","2","2047",1E-6
"ATX","BUYBIO","2","2048",1E-6
"ATX","BUYBIO","2","2049",1E-6
"ATX","BUYBIO","2","2050",1E-6
"ATX","BUYGAS","1","2015",3.0509
"ATX","BUYGAS","1","2016",2.7999
"ATX","BUYGAS","1","2017",3.278
"ATX","BUYGAS","1","2018",3.5336
"ATX","BUYGAS","1","2019",3.8781
"ATX","BUYGAS","1","2020",4.2108
"ATX","BUYGAS","1","2021",4.247
"ATX","BUYGAS","1","2022",4.2089
"ATX","BUYGAS","1","2023",4.2321
"ATX","BUYGAS","1","2024",4.3475
"ATX","BUYGAS","1","2025",4.4661
"ATX","BUYGAS","1","2026",4.5745
"ATX","BUYGAS","1","2027",4.692
"ATX","BUYGAS","1","2028",4.7904
"ATX","BUYGAS","1","2029",4.8771
"ATX","BUYGAS","1","2030",4.9109
"ATX","BUYGAS","1","2031",4.9307
"ATX","BUYGAS","1","2032",4.9269
"ATX","BUYGAS","1","2033",4.8792
"ATX","BUYGAS","1","2034",4.9029
"ATX","BUYGAS","1","2035",5.0066
"ATX","BUYGAS","1","2036",5.0165
"ATX","BUYGAS","1","2037",5.0503
"ATX","BUYGAS","1","2038",5.0592
"ATX","BUYGAS","1","2039",5.0884
"ATX","BUYGAS","1","2040",5.0488
"ATX","BUYGAS","1","2041",5.0628
"ATX","BUYGAS","1","2042",5.1165
"ATX","BUYGAS","1","2043",5.1946
"ATX","BUYGAS","1","2044",5.2594
"ATX","BUYGAS","1","2045",5.3357
"ATX","BUYGAS","1","2046",5.3972
"ATX","BUYGAS","1","2047",5.4589
"ATX","BUYGAS","1","2048",5.5578
"ATX","BUYGAS","1","2049",5.5895
"ATX","BUYGAS","1","2050",5.6913
"ATX","BUYGAS","2","2015",1E-6
"ATX","BUYGAS","2","2016",1E-6
"ATX","BUYGAS","2","2017",1E-6
"ATX","BUYGAS","2","2018",1E-6
"ATX","BUYGAS","2","2019",1E-6
"ATX","BUYGAS","2","2020",1E-6
"ATX","BUYGAS","2","2021",1E-6
"ATX","BUYGAS","2","2022",1E-6
"ATX","BUYGAS","2","2023",1E-6
"ATX","BUYGAS","2","2024",1E-6
"ATX","BUYGAS","2","2025",1E-6
"ATX","BUYGAS","2","2026",1E-6
"ATX","BUYGAS","2","2027",1E-6
"ATX","BUYGAS","2","2028",1E-6
"ATX","BUYGAS","2","2029",1E-6
"ATX","BUYGAS","2","2030",1E-6
"ATX","BUYGAS","2","2031",1E-6
"ATX","BUYGAS","2","2032",1E-6
"ATX","BUYGAS","2","2033",1E-6
"ATX","BUYGAS","2","2034",1E-6
"ATX","BUYGAS","2","2035",1E-6
"ATX","BUYGAS","2","2036",1E-6
"ATX","BUYGAS","2","2037",1E-6
"ATX","BUYGAS","2","2038",1E-6
"ATX","BUYGAS","2","2039",1E-6
"ATX","BUYGAS","2","2040",1E-6
"ATX","BUYGAS","2","2041",1E-6
"ATX","BUYGAS","2","2042",1E-6
"ATX","BUYGAS","2","2043",1E-6
"ATX","BUYGAS","2","2044",1E-6
"ATX","BUYGAS","2","2045",1E-6
"ATX","BUYGAS","2","2046",1E-6
"ATX","BUYGAS","2","2047",1E-6
"ATX","BUYGAS","2","2048",1E-6
"ATX","BUYGAS","2","2049",1E-6
"ATX","BUYGAS","2","2050",1E-6
"ATX","BUYPET","1","2015",2.43
"ATX","BUYPET","1","2016",2.43
"ATX","BUYPET","1","2017",2.43
"ATX","BUYPET","1","2018",2.43
"ATX","BUYPET","1","2019",2.43
"ATX","BUYPET","1","2020",2.43
"ATX","BUYPET","1","2021",2.43
"ATX","BUYPET","1","2022",2.43
"ATX","BUYPET","1","2023",2.43
"ATX","BUYPET","1","2024",2.43
"ATX","BUYPET","1","2025",2.43
"ATX","BUYPET","1","2026",2.43
"ATX","BUYPET","1","2027",2.43
"ATX","BUYPET","1","2028",2.43
"ATX","BUYPET","1","2029",2.43
"ATX","BUYPET","1","2030",2.43
"ATX","BUYPET","1","2031",2.43
"ATX","BUYPET","1","2032",2.43
"ATX","BUYPET","1","2033",2.43
"ATX","BUYPET","1","2034",2.43
"ATX","BUYPET","1","2035",2.43
"ATX","BUYPET","1","2036",2.43
"ATX","BUYPET","1","2037",2.43
"ATX","BUYPET","1","2038",2.43
"ATX","BUYPET","1","2039",2.43
"ATX","BUYPET","1","2040",2.43
"ATX","BUYPET","1","2041",2.43
"ATX","BUYPET","1","2042",2.43
"ATX","BUYPET","1","2043",2.43
"ATX","BUYPET","1","2044",2.43
"ATX","BUYPET","1","2045",2.43
"ATX","BUYPET","1","2046",2.43
"ATX","BUYPET","1","2047",2.43
"ATX","BUYPET","1","2048",2.43
"ATX","BUYPET","1","2049",2.43
"ATX","BUYPET","1","2050",2.43
"ATX","BUYPET","2","2015",1E-6
"ATX","BUYPET","2","2016",1E-6
"ATX","BUYPET","2","2017",1E-6
"ATX","BUYPET","2","2018",1E-6
"ATX","BUYPET","2","2019",1E-6
"ATX","BUYPET","2","2020",1E-6
"ATX","BUYPET","2","2021",1E-6
"ATX","BUYPET","2","2022",1E-6
"ATX","BUYPET","2","2023",1E-6
"ATX","BUYPET","2","2024",1E-6
"ATX","BUYPET","2","2025",1E-6
"ATX","BUYPET","2","2026",1E-6
"ATX","BUYPET","2","2027",1E-6
"ATX","BUYPET","2","2028",1E-6
"ATX","BUYPET","2","2029",1E-6
"ATX","BUYPET","2","2030",1E-6
"ATX","BUYPET","2","2031",1E-6
"ATX","BUYPET","2","2032",1E-6
"ATX","BUYPET","2","2033",1E-6
"ATX","BUYPET","2","2034",1E-6
"ATX","BUYPET","2","2035",1E-6
"ATX","BUYPET","2","2036",1E-6
"ATX","BUYPET","2","2037",1E-6
"ATX","BUYPET","2","2038",1E-6
"ATX","BUYPET","2","2039",1E-6
"ATX","BUYPET","2","2040",1E-6
"ATX","BUYPET","2","2041",1E-6
"ATX","BUYPET","2","2042",1E-6
"ATX","BUYPET","2","2043",1E-6
"ATX","BUYPET","2","2044",1E-6
"ATX","BUYPET","2","2045",1E-6
"ATX","BUYPET","2","2046",1E-6
"ATX","BUYPET","2","2047",1E-6
"ATX","BUYPET","2","2048",1E-6
"ATX","BUYPET","2","2049",1E-6
"ATX","BUYPET","2","2050",1E-6
"ATX","BUYDSL","1","2015",3.0795
"ATX","BUYDSL","1","2016",2.625
"ATX","BUYDSL","1","2017",2.9659
"ATX","BUYDSL","1","2018",3.0909
"ATX","BUYDSL","1","2019",3.0909
"ATX","BUYDSL","1","2020",3.0909
"ATX","BUYDSL","1","2021",3.0909
"ATX","BUYDSL","1","2022",3.0909
"ATX","BUYDSL","1","2023",3.0909
"ATX","BUYDSL","1","2024",3.0909
"ATX","BUYDSL","1","2025",3.0909
"ATX","BUYDSL","1","2026",3.0909
"ATX","BUYDSL","1","2027",3.0909
"ATX","BUYDSL","1","2028",3.0909
"ATX","BUYDSL","1","2029",3.0909
"ATX","BUYDSL","1","2030",3.0909
"ATX","BUYDSL","1","2031",3.0909
"ATX","BUYDSL","1","2032",3.0909
"ATX","BUYDSL","1","2033",3.0909
"ATX","BUYDSL","1","2034",3.0909
"ATX","BUYDSL","1","2035",3.0909
"ATX","BUYDSL","1","2036",3.0909
"ATX","BUYDSL","1","2037",3.0909
"ATX","BUYDSL","1","2038",3.0909
"ATX","BUYDSL","1","2039",3.0909
"ATX","BUYDSL","1","2040",3.0909
"ATX","BUYDSL","1","2041",3.0909
"ATX","BUYDSL","1","2042",3.0909
"ATX","BUYDSL","1","2043",3.0909
"ATX","BUYDSL","1","2044",3.0909
"ATX","BUYDSL","1","2045",3.0909
"ATX","BUYDSL","1","2046",3.0909
"ATX","BUYDSL","1","2047",3.0909
"ATX","BUYDSL","1","2048",3.0909
"ATX","BUYDSL","1","2049",3.0909
"ATX","BUYDSL","1","2050",3.0909
"ATX","BUYDSL","2","2015",1E-6
"ATX","BUYDSL","2","2016",1E-6
"ATX","BUYDSL","2","2017",1E-6
"ATX","BUYDSL","2","2018",1E-6
"ATX","BUYDSL","2","2019",1E-6
"ATX","BUYDSL","2","2020",1E-6
"ATX","BUYDSL","2","2021",1E-6
"ATX","BUYDSL","2","2022",1E-6
"ATX","BUYDSL","2","2023",1E-6
"ATX","BUYDSL","2","2024",1E-6
"ATX","BUYDSL","2","2025",1E-6
"ATX","BUYDSL","2","2026",1E-6
"ATX","BUYDSL","2","2027",1E-6
"ATX","BUYDSL","2","2028",1E-6
"ATX","BUYDSL","2","2029",1E-6
"ATX","BUYDSL","2","2030",1E-6
"ATX","BUYDSL","2","2031",1E-6
"ATX","BUYDSL","2","2032",1E-6
"ATX","BUYDSL","2","2033",1E-6
"ATX","BUYDSL","2","2034",1E-6
"ATX","BUYDSL","2","2035",1E-6
"ATX","BUYDSL","2","2036",1E-6
"ATX","BUYDSL","2","2037",1E-6
"ATX","BUYDSL","2","2038",1E-6
"ATX","BUYDSL","2","2039",1E-6
"ATX","BUYDSL","2","2040",1E-6
"ATX","BUYDSL","2","2041",1E-6
"ATX","BUYDSL","2","2042",1E-6
"ATX","BUYDSL","2","2043",1E-6
"ATX","BUYDSL","2","2044",1E-6
"ATX","BUYDSL","2","2045",1E-6
"ATX","BUYDSL","2","2046",1E-6
"ATX","BUYDSL","2","2047",1E-6
"ATX","BUYDSL","2","2048",1E-6
"ATX","BUYDSL","2","2049",1E-6
"ATX","BUYDSL","2","2050",1E-6
"ATX","BUYBIO_DSL","1","2015",2.7667
"ATX","BUYBIO_DSL","1","2016",2.7667
"ATX","BUYBIO_DSL","1","2017",2.7667
"ATX","BUYBIO_DSL","1","2018",2.7667
"ATX","BUYBIO_DSL","1","2019",2.7667
"ATX","BUYBIO_DSL","1","2020",2.7667
"ATX","BUYBIO_DSL","1","2021",2.7667
"ATX","BUYBIO_DSL","1","2022",2.7667
"ATX","BUYBIO_DSL","1","2023",2.7667
"ATX","BUYBIO_DSL","1","2024",2.7667
"ATX","BUYBIO_DSL","1","2025",2.7667
"ATX","BUYBIO_DSL","1","2026",2.7667
"ATX","BUYBIO_DSL","1","2027",2.7667
"ATX","BUYBIO_DSL","1","2028",2.7667
"ATX","BUYBIO_DSL","1","2029",2.7667
"ATX","BUYBIO_DSL","1","2030",2.7667
"ATX","BUYBIO_DSL","1","2031",2.7667
"ATX","BUYBIO_DSL","1","2032",2.7667
"ATX","BUYBIO_DSL","1","2033",2.7667
"ATX","BUYBIO_DSL","1","2034",2.7667
"ATX","BUYBIO_DSL","1","2035",2.7667
"ATX","BUYBIO_DSL","1","2036",2.7667
"ATX","BUYBIO_DSL","1","2037",2.7667
"ATX","BUYBIO_DSL","1","2038",2.7667
"ATX","BUYBIO_DSL","1","2039",2.7667
"ATX","BUYBIO_DSL","1","2040",2.7667
"ATX","BUYBIO_DSL","1","2041",2.7667
"ATX","BUYBIO_DSL","1","2042",2.7667
"ATX","BUYBIO_DSL","1","2043",2.7667
"ATX","BUYBIO_DSL","1","2044",2.7667
"ATX","BUYBIO_DSL","1","2045",2.7667
"ATX","BUYBIO_DSL","1","2046",2.7667
"ATX","BUYBIO_DSL","1","2047",2.7667
"ATX","BUYBIO_DSL","1","2048",2.7667
"ATX","BUYBIO_DSL","1","2049",2.7667
"ATX","BUYBIO_DSL","1","2050",2.7667
"ATX","BUYBIO_DSL","2","2015",1E-6
"ATX","BUYBIO_DSL","2","2016",1E-6
"ATX","BUYBIO_DSL","2","2017",1E-6
"ATX","BUYBIO_DSL","2","2018",1E-6
"ATX","BUYBIO_DSL","2","2019",1E-6
"ATX","BUYBIO_DSL","2","2020",1E-6
"ATX","BUYBIO_DSL","2","2021",1E-6
"ATX","BUYBIO_DSL","2","2022",1E-6
"ATX","BUYBIO_DSL","2","2023",1E-6
"ATX","BUYBIO_DSL","2","2024",1E-6
"ATX","BUYBIO_DSL","2","2025",1E-6
"ATX","BUYBIO_DSL","2","2026",1E-6
"ATX","BUYBIO_DSL","2","2027",1E-6
"ATX","BUYBIO_DSL","2","2028",1E-6
"ATX","BUYBIO_DSL","2","2029",1E-6
"ATX","BUYBIO_DSL","2","2030",1E-6
"ATX","BUYBIO_DSL","2","2031",1E-6
"ATX","BUYBIO_DSL","2","2032",1E-6
"ATX","BUYBIO_DSL","2","2033",1E-6
"ATX","BUYBIO_DSL","2","2034",1E-6
"ATX","BUYBIO_DSL","2","2035",1E-6
"ATX","BUYBIO_DSL","2","2036",1E-6
"ATX","BUYBIO_DSL","2","2037",1E-6
"ATX","BUYBIO_DSL","2","2038",1E-6
"ATX","BUYBIO_DSL","2","2039",1E-6
"ATX","BUYBIO_DSL","2","2040",1E-6
"ATX","BUYBIO_DSL","2","2041",1E-6
"ATX","BUYBIO_DSL","2","2042",1E-6
"ATX","BUYBIO_DSL","2","2043",1E-6
"ATX","BUYBIO_DSL","2","2044",1E-6
"ATX","BUYBIO_DSL","2","2045",1E-6
"ATX","BUYBIO_DSL","2","2046",1E-6
"ATX","BUYBIO_DSL","2","2047",1E-6
"ATX","BUYBIO_DSL","2","2048",1E-6
"ATX","BUYBIO_DSL","2","2049",1E-6
"ATX","BUYBIO_DSL","2","2050",1E-6
"ATX","SOLPOT","1","2015",1E-6
"ATX","SOLPOT","1","2016",1E-6
"ATX","SOLPOT","1","2017",1E-6
"ATX","SOLPOT","1","2018",1E-6
"ATX","SOLPOT","1","2019",1E-6
"ATX","SOLPOT","1","2020",1E-6
"ATX","SOLPOT","1","2021",1E-6
"ATX","SOLPOT","1","2022",1E-6
"ATX","SOLPOT","1","2023",1E-6
"ATX","SOLPOT","1","2024",1E-6
"ATX","SOLPOT","1","2025",1E-6
"ATX","SOLPOT","1","2026",1E-6
"ATX","SOLPOT","1","2027",1E-6
"ATX","SOLPOT","1","2028",1E-6
"ATX","SOLPOT","1","2029",1E-6
"ATX","SOLPOT","1","2030",1E-6
"ATX","SOLPOT","1","2031",1E-6
"ATX","SOLPOT","1","2032",1E-6
"ATX","SOLPOT","1","2033",1E-6
"ATX","SOLPOT","1","2034",1E-6
"ATX","SOLPOT","1","2035",1E-6
"ATX","SOLPOT","1","2036",1E-6
"ATX","SOLPOT","1","2037",1E-6
"ATX","SOLPOT","1","2038",1E-6
"ATX","SOLPOT","1","2039",1E-6
"ATX","SOLPOT","1","2040",1E-6
"ATX","SOLPOT","1","2041",1E-6
"ATX","SOLPOT","1","2042",1E-6
"ATX","SOLPOT","1","2043",1E-6
"ATX","SOLPOT","1","2044",1E-6
"ATX","SOLPOT","1","2045",1E-6
"ATX","SOLPOT","1","2046",1E-6
"ATX","SOLPOT","1","2047",1E-6
"ATX","SOLPOT","1","2048",1E-6
"ATX","SOLPOT","1","2049",1E-6
"ATX","SOLPOT","1","2050",1E-6
"ATX","SOLPOT","2","2015",1E-6
"ATX","SOLPOT","2","2016",1E-6
"ATX","SOLPOT","2","2017",1E-6
"ATX","SOLPOT","2","2018",1E-6
"ATX","SOLPOT","2","2019",1E-6
"ATX","SOLPOT","2","2020",1E-6
"ATX","SOLPOT","2","2021",1E-6
"ATX","SOLPOT","2","2022",1E-6
"ATX","SOLPOT","2","2023",1E-6
"ATX","SOLPOT","2","2024",1E-6
"ATX","SOLPOT","2","2025",1E-6
"ATX","SOLPOT","2","2026",1E-6
"ATX","SOLPOT","2","2027",1E-6
"ATX","SOLPOT","2","2028",1E-6
"ATX","SOLPOT","2","2029",1E-6
"ATX","SOLPOT","2","2030",1E-6
"ATX","SOLPOT","2","2031",1E-6
"ATX","SOLPOT","2","2032",1E-6
"ATX","SOLPOT","2","2033",1E-6
"ATX","SOLPOT","2","2034",1E-6
"ATX","SOLPOT","2","2035",1E-6
"ATX","SOLPOT","2","2036",1E-6
"ATX","SOLPOT","2","2037",1E-6
"ATX","SOLPOT","2","2038",1E-6
"ATX","SOLPOT","2","2039",1E-6
"ATX","SOLPOT","2","2040",1E-6
"ATX","SOLPOT","2","2041",1E-6
"ATX","SOLPOT","2","2042",1E-6
"ATX","SOLPOT","2","2043",1E-6
"ATX","SOLPOT","2","2044",1E-6
"ATX","SOLPOT","2","2045",1E-6
"ATX","SOLPOT","2","2046",1E-6
"ATX","SOLPOT","2","2047",1E-6
