"REGION","TECHNOLOGY","TIMESLICE","YEAR","Val"
"ATX","COALPP","W1","2015",1
"ATX","COALPP","W1","2016",1
"ATX","COALPP","W1","2017",1
"ATX","COALPP","W1","2018",1
"ATX","COALPP","W1","2019",1
"ATX","COALPP","W1","2020",1
"ATX","COALPP","W1","2021",1
"ATX","COALPP","W1","2022",1
"ATX","COALPP","W1","2023",1
"ATX","COALPP","W1","2024",1
"ATX","COALPP","W1","2025",1
"ATX","COALPP","W1","2026",1
"ATX","COALPP","W1","2027",1
"ATX","COALPP","W1","2028",1
"ATX","COALPP","W1","2029",1
"ATX","COALPP","W1","2030",1
"ATX","COALPP","W1","2031",1
"ATX","COALPP","W1","2032",1
"ATX","COALPP","W1","2033",1
"ATX","COALPP","W1","2034",1
"ATX","COALPP","W1","2035",1
"ATX","COALPP","W1","2036",1
"ATX","COALPP","W1","2037",1
"ATX","COALPP","W1","2038",1
"ATX","COALPP","W1","2039",1
"ATX","COALPP","W1","2040",1
"ATX","COALPP","W1","2041",1
"ATX","COALPP","W1","2042",1
"ATX","COALPP","W1","2043",1
"ATX","COALPP","W1","2044",1
"ATX","COALPP","W1","2045",1
"ATX","COALPP","W1","2046",1
"ATX","COALPP","W1","2047",1
"ATX","COALPP","W1","2048",1
"ATX","COALPP","W1","2049",1
"ATX","COALPP","W1","2050",1
"ATX","COALPP","W2","2015",1
"ATX","COALPP","W2","2016",1
"ATX","COALPP","W2","2017",1
"ATX","COALPP","W2","2018",1
"ATX","COALPP","W2","2019",1
"ATX","COALPP","W2","2020",1
"ATX","COALPP","W2","2021",1
"ATX","COALPP","W2","2022",1
"ATX","COALPP","W2","2023",1
"ATX","COALPP","W2","2024",1
"ATX","COALPP","W2","2025",1
"ATX","COALPP","W2","2026",1
"ATX","COALPP","W2","2027",1
"ATX","COALPP","W2","2028",1
"ATX","COALPP","W2","2029",1
"ATX","COALPP","W2","2030",1
"ATX","COALPP","W2","2031",1
"ATX","COALPP","W2","2032",1
"ATX","COALPP","W2","2033",1
"ATX","COALPP","W2","2034",1
"ATX","COALPP","W2","2035",1
"ATX","COALPP","W2","2036",1
"ATX","COALPP","W2","2037",1
"ATX","COALPP","W2","2038",1
"ATX","COALPP","W2","2039",1
"ATX","COALPP","W2","2040",1
"ATX","COALPP","W2","2041",1
"ATX","COALPP","W2","2042",1
"ATX","COALPP","W2","2043",1
"ATX","COALPP","W2","2044",1
"ATX","COALPP","W2","2045",1
"ATX","COALPP","W2","2046",1
"ATX","COALPP","W2","2047",1
"ATX","COALPP","W2","2048",1
"ATX","COALPP","W2","2049",1
"ATX","COALPP","W2","2050",1
"ATX","COALPP","W3","2015",1
"ATX","COALPP","W3","2016",1
"ATX","COALPP","W3","2017",1
"ATX","COALPP","W3","2018",1
"ATX","COALPP","W3","2019",1
"ATX","COALPP","W3","2020",1
"ATX","COALPP","W3","2021",1
"ATX","COALPP","W3","2022",1
"ATX","COALPP","W3","2023",1
"ATX","COALPP","W3","2024",1
"ATX","COALPP","W3","2025",1
"ATX","COALPP","W3","2026",1
"ATX","COALPP","W3","2027",1
"ATX","COALPP","W3","2028",1
"ATX","COALPP","W3","2029",1
"ATX","COALPP","W3","2030",1
"ATX","COALPP","W3","2031",1
"ATX","COALPP","W3","2032",1
"ATX","COALPP","W3","2033",1
"ATX","COALPP","W3","2034",1
"ATX","COALPP","W3","2035",1
"ATX","COALPP","W3","2036",1
"ATX","COALPP","W3","2037",1
"ATX","COALPP","W3","2038",1
"ATX","COALPP","W3","2039",1
"ATX","COALPP","W3","2040",1
"ATX","COALPP","W3","2041",1
"ATX","COALPP","W3","2042",1
"ATX","COALPP","W3","2043",1
"ATX","COALPP","W3","2044",1
"ATX","COALPP","W3","2045",1
"ATX","COALPP","W3","2046",1
"ATX","COALPP","W3","2047",1
"ATX","COALPP","W3","2048",1
"ATX","COALPP","W3","2049",1
"ATX","COALPP","W3","2050",1
"ATX","COALPP","W4","2015",1
"ATX","COALPP","W4","2016",1
"ATX","COALPP","W4","2017",1
"ATX","COALPP","W4","2018",1
"ATX","COALPP","W4","2019",1
"ATX","COALPP","W4","2020",1
"ATX","COALPP","W4","2021",1
"ATX","COALPP","W4","2022",1
"ATX","COALPP","W4","2023",1
"ATX","COALPP","W4","2024",1
"ATX","COALPP","W4","2025",1
"ATX","COALPP","W4","2026",1
"ATX","COALPP","W4","2027",1
"ATX","COALPP","W4","2028",1
"ATX","COALPP","W4","2029",1
"ATX","COALPP","W4","2030",1
"ATX","COALPP","W4","2031",1
"ATX","COALPP","W4","2032",1
"ATX","COALPP","W4","2033",1
"ATX","COALPP","W4","2034",1
"ATX","COALPP","W4","2035",1
"ATX","COALPP","W4","2036",1
"ATX","COALPP","W4","2037",1
"ATX","COALPP","W4","2038",1
"ATX","COALPP","W4","2039",1
"ATX","COALPP","W4","2040",1
"ATX","COALPP","W4","2041",1
"ATX","COALPP","W4","2042",1
"ATX","COALPP","W4","2043",1
"ATX","COALPP","W4","2044",1
"ATX","COALPP","W4","2045",1
"ATX","COALPP","W4","2046",1
"ATX","COALPP","W4","2047",1
"ATX","COALPP","W4","2048",1
"ATX","COALPP","W4","2049",1
"ATX","COALPP","W4","2050",1
"ATX","COALPP","W5","2015",1
"ATX","COALPP","W5","2016",1
"ATX","COALPP","W5","2017",1
"ATX","COALPP","W5","2018",1
"ATX","COALPP","W5","2019",1
"ATX","COALPP","W5","2020",1
"ATX","COALPP","W5","2021",1
"ATX","COALPP","W5","2022",1
"ATX","COALPP","W5","2023",1
"ATX","COALPP","W5","2024",1
"ATX","COALPP","W5","2025",1
"ATX","COALPP","W5","2026",1
"ATX","COALPP","W5","2027",1
"ATX","COALPP","W5","2028",1
"ATX","COALPP","W5","2029",1
"ATX","COALPP","W5","2030",1
"ATX","COALPP","W5","2031",1
"ATX","COALPP","W5","2032",1
"ATX","COALPP","W5","2033",1
"ATX","COALPP","W5","2034",1
"ATX","COALPP","W5","2035",1
"ATX","COALPP","W5","2036",1
"ATX","COALPP","W5","2037",1
"ATX","COALPP","W5","2038",1
"ATX","COALPP","W5","2039",1
"ATX","COALPP","W5","2040",1
"ATX","COALPP","W5","2041",1
"ATX","COALPP","W5","2042",1
"ATX","COALPP","W5","2043",1
"ATX","COALPP","W5","2044",1
"ATX","COALPP","W5","2045",1
"ATX","COALPP","W5","2046",1
"ATX","COALPP","W5","2047",1
"ATX","COALPP","W5","2048",1
"ATX","COALPP","W5","2049",1
"ATX","COALPP","W5","2050",1
"ATX","COALPP","W6","2015",1
"ATX","COALPP","W6","2016",1
"ATX","COALPP","W6","2017",1
"ATX","COALPP","W6","2018",1
"ATX","COALPP","W6","2019",1
"ATX","COALPP","W6","2020",1
"ATX","COALPP","W6","2021",1
"ATX","COALPP","W6","2022",1
"ATX","COALPP","W6","2023",1
"ATX","COALPP","W6","2024",1
"ATX","COALPP","W6","2025",1
"ATX","COALPP","W6","2026",1
"ATX","COALPP","W6","2027",1
"ATX","COALPP","W6","2028",1
"ATX","COALPP","W6","2029",1
"ATX","COALPP","W6","2030",1
"ATX","COALPP","W6","2031",1
"ATX","COALPP","W6","2032",1
"ATX","COALPP","W6","2033",1
"ATX","COALPP","W6","2034",1
"ATX","COALPP","W6","2035",1
"ATX","COALPP","W6","2036",1
"ATX","COALPP","W6","2037",1
"ATX","COALPP","W6","2038",1
"ATX","COALPP","W6","2039",1
"ATX","COALPP","W6","2040",1
"ATX","COALPP","W6","2041",1
"ATX","COALPP","W6","2042",1
"ATX","COALPP","W6","2043",1
"ATX","COALPP","W6","2044",1
"ATX","COALPP","W6","2045",1
"ATX","COALPP","W6","2046",1
"ATX","COALPP","W6","2047",1
"ATX","COALPP","W6","2048",1
"ATX","COALPP","W6","2049",1
"ATX","COALPP","W6","2050",1
"ATX","COALPP","W7","2015",1
"ATX","COALPP","W7","2016",1
"ATX","COALPP","W7","2017",1
"ATX","COALPP","W7","2018",1
"ATX","COALPP","W7","2019",1
"ATX","COALPP","W7","2020",1
"ATX","COALPP","W7","2021",1
"ATX","COALPP","W7","2022",1
"ATX","COALPP","W7","2023",1
"ATX","COALPP","W7","2024",1
"ATX","COALPP","W7","2025",1
"ATX","COALPP","W7","2026",1
"ATX","COALPP","W7","2027",1
"ATX","COALPP","W7","2028",1
"ATX","COALPP","W7","2029",1
"ATX","COALPP","W7","2030",1
"ATX","COALPP","W7","2031",1
"ATX","COALPP","W7","2032",1
"ATX","COALPP","W7","2033",1
"ATX","COALPP","W7","2034",1
"ATX","COALPP","W7","2035",1
"ATX","COALPP","W7","2036",1
"ATX","COALPP","W7","2037",1
"ATX","COALPP","W7","2038",1
"ATX","COALPP","W7","2039",1
"ATX","COALPP","W7","2040",1
"ATX","COALPP","W7","2041",1
"ATX","COALPP","W7","2042",1
"ATX","COALPP","W7","2043",1
"ATX","COALPP","W7","2044",1
"ATX","COALPP","W7","2045",1
"ATX","COALPP","W7","2046",1
"ATX","COALPP","W7","2047",1
"ATX","COALPP","W7","2048",1
"ATX","COALPP","W7","2049",1
"ATX","COALPP","W7","2050",1
"ATX","COALPP","W8","2015",1
"ATX","COALPP","W8","2016",1
"ATX","COALPP","W8","2017",1
"ATX","COALPP","W8","2018",1
"ATX","COALPP","W8","2019",1
"ATX","COALPP","W8","2020",1
"ATX","COALPP","W8","2021",1
"ATX","COALPP","W8","2022",1
"ATX","COALPP","W8","2023",1
"ATX","COALPP","W8","2024",1
"ATX","COALPP","W8","2025",1
"ATX","COALPP","W8","2026",1
"ATX","COALPP","W8","2027",1
"ATX","COALPP","W8","2028",1
"ATX","COALPP","W8","2029",1
"ATX","COALPP","W8","2030",1
"ATX","COALPP","W8","2031",1
"ATX","COALPP","W8","2032",1
"ATX","COALPP","W8","2033",1
"ATX","COALPP","W8","2034",1
"ATX","COALPP","W8","2035",1
"ATX","COALPP","W8","2036",1
"ATX","COALPP","W8","2037",1
"ATX","COALPP","W8","2038",1
"ATX","COALPP","W8","2039",1
"ATX","COALPP","W8","2040",1
"ATX","COALPP","W8","2041",1
"ATX","COALPP","W8","2042",1
"ATX","COALPP","W8","2043",1
"ATX","COALPP","W8","2044",1
"ATX","COALPP","W8","2045",1
"ATX","COALPP","W8","2046",1
"ATX","COALPP","W8","2047",1
"ATX","COALPP","W8","2048",1
"ATX","COALPP","W8","2049",1
"ATX","COALPP","W8","2050",1
"ATX","COALPP","W9","2015",1
"ATX","COALPP","W9","2016",1
"ATX","COALPP","W9","2017",1
"ATX","COALPP","W9","2018",1
"ATX","COALPP","W9","2019",1
"ATX","COALPP","W9","2020",1
"ATX","COALPP","W9","2021",1
"ATX","COALPP","W9","2022",1
"ATX","COALPP","W9","2023",1
"ATX","COALPP","W9","2024",1
"ATX","COALPP","W9","2025",1
"ATX","COALPP","W9","2026",1
"ATX","COALPP","W9","2027",1
"ATX","COALPP","W9","2028",1
"ATX","COALPP","W9","2029",1
"ATX","COALPP","W9","2030",1
"ATX","COALPP","W9","2031",1
"ATX","COALPP","W9","2032",1
"ATX","COALPP","W9","2033",1
"ATX","COALPP","W9","2034",1
"ATX","COALPP","W9","2035",1
"ATX","COALPP","W9","2036",1
"ATX","COALPP","W9","2037",1
"ATX","COALPP","W9","2038",1
"ATX","COALPP","W9","2039",1
"ATX","COALPP","W9","2040",1
"ATX","COALPP","W9","2041",1
"ATX","COALPP","W9","2042",1
"ATX","COALPP","W9","2043",1
"ATX","COALPP","W9","2044",1
"ATX","COALPP","W9","2045",1
"ATX","COALPP","W9","2046",1
"ATX","COALPP","W9","2047",1
"ATX","COALPP","W9","2048",1
"ATX","COALPP","W9","2049",1
"ATX","COALPP","W9","2050",1
"ATX","COALPP","W10","2015",1
"ATX","COALPP","W10","2016",1
"ATX","COALPP","W10","2017",1
"ATX","COALPP","W10","2018",1
"ATX","COALPP","W10","2019",1
"ATX","COALPP","W10","2020",1
"ATX","COALPP","W10","2021",1
"ATX","COALPP","W10","2022",1
"ATX","COALPP","W10","2023",1
"ATX","COALPP","W10","2024",1
"ATX","COALPP","W10","2025",1
"ATX","COALPP","W10","2026",1
"ATX","COALPP","W10","2027",1
"ATX","COALPP","W10","2028",1
"ATX","COALPP","W10","2029",1
"ATX","COALPP","W10","2030",1
"ATX","COALPP","W10","2031",1
"ATX","COALPP","W10","2032",1
"ATX","COALPP","W10","2033",1
"ATX","COALPP","W10","2034",1
"ATX","COALPP","W10","2035",1
"ATX","COALPP","W10","2036",1
"ATX","COALPP","W10","2037",1
"ATX","COALPP","W10","2038",1
"ATX","COALPP","W10","2039",1
"ATX","COALPP","W10","2040",1
"ATX","COALPP","W10","2041",1
"ATX","COALPP","W10","2042",1
"ATX","COALPP","W10","2043",1
"ATX","COALPP","W10","2044",1
"ATX","COALPP","W10","2045",1
"ATX","COALPP","W10","2046",1
"ATX","COALPP","W10","2047",1
"ATX","COALPP","W10","2048",1
"ATX","COALPP","W10","2049",1
"ATX","COALPP","W10","2050",1
"ATX","COALPP","W11","2015",1
"ATX","COALPP","W11","2016",1
"ATX","COALPP","W11","2017",1
"ATX","COALPP","W11","2018",1
"ATX","COALPP","W11","2019",1
"ATX","COALPP","W11","2020",1
"ATX","COALPP","W11","2021",1
"ATX","COALPP","W11","2022",1
"ATX","COALPP","W11","2023",1
"ATX","COALPP","W11","2024",1
"ATX","COALPP","W11","2025",1
"ATX","COALPP","W11","2026",1
"ATX","COALPP","W11","2027",1
"ATX","COALPP","W11","2028",1
"ATX","COALPP","W11","2029",1
"ATX","COALPP","W11","2030",1
"ATX","COALPP","W11","2031",1
"ATX","COALPP","W11","2032",1
"ATX","COALPP","W11","2033",1
"ATX","COALPP","W11","2034",1
"ATX","COALPP","W11","2035",1
"ATX","COALPP","W11","2036",1
"ATX","COALPP","W11","2037",1
"ATX","COALPP","W11","2038",1
"ATX","COALPP","W11","2039",1
"ATX","COALPP","W11","2040",1
"ATX","COALPP","W11","2041",1
"ATX","COALPP","W11","2042",1
"ATX","COALPP","W11","2043",1
"ATX","COALPP","W11","2044",1
"ATX","COALPP","W11","2045",1
"ATX","COALPP","W11","2046",1
"ATX","COALPP","W11","2047",1
"ATX","COALPP","W11","2048",1
"ATX","COALPP","W11","2049",1
"ATX","COALPP","W11","2050",1
"ATX","COALPP","W12","2015",1
"ATX","COALPP","W12","2016",1
"ATX","COALPP","W12","2017",1
"ATX","COALPP","W12","2018",1
"ATX","COALPP","W12","2019",1
"ATX","COALPP","W12","2020",1
"ATX","COALPP","W12","2021",1
"ATX","COALPP","W12","2022",1
"ATX","COALPP","W12","2023",1
"ATX","COALPP","W12","2024",1
"ATX","COALPP","W12","2025",1
"ATX","COALPP","W12","2026",1
"ATX","COALPP","W12","2027",1
"ATX","COALPP","W12","2028",1
"ATX","COALPP","W12","2029",1
"ATX","COALPP","W12","2030",1
"ATX","COALPP","W12","2031",1
"ATX","COALPP","W12","2032",1
"ATX","COALPP","W12","2033",1
"ATX","COALPP","W12","2034",1
"ATX","COALPP","W12","2035",1
"ATX","COALPP","W12","2036",1
"ATX","COALPP","W12","2037",1
"ATX","COALPP","W12","2038",1
"ATX","COALPP","W12","2039",1
"ATX","COALPP","W12","2040",1
"ATX","COALPP","W12","2041",1
"ATX","COALPP","W12","2042",1
"ATX","COALPP","W12","2043",1
"ATX","COALPP","W12","2044",1
"ATX","COALPP","W12","2045",1
"ATX","COALPP","W12","2046",1
"ATX","COALPP","W12","2047",1
"ATX","COALPP","W12","2048",1
"ATX","COALPP","W12","2049",1
"ATX","COALPP","W12","2050",1
"ATX","COALPP","W13","2015",1
"ATX","COALPP","W13","2016",1
"ATX","COALPP","W13","2017",1
"ATX","COALPP","W13","2018",1
"ATX","COALPP","W13","2019",1
"ATX","COALPP","W13","2020",1
"ATX","COALPP","W13","2021",1
"ATX","COALPP","W13","2022",1
"ATX","COALPP","W13","2023",1
"ATX","COALPP","W13","2024",1
"ATX","COALPP","W13","2025",1
"ATX","COALPP","W13","2026",1
"ATX","COALPP","W13","2027",1
"ATX","COALPP","W13","2028",1
"ATX","COALPP","W13","2029",1
"ATX","COALPP","W13","2030",1
"ATX","COALPP","W13","2031",1
"ATX","COALPP","W13","2032",1
"ATX","COALPP","W13","2033",1
"ATX","COALPP","W13","2034",1
"ATX","COALPP","W13","2035",1
"ATX","COALPP","W13","2036",1
"ATX","COALPP","W13","2037",1
"ATX","COALPP","W13","2038",1
"ATX","COALPP","W13","2039",1
"ATX","COALPP","W13","2040",1
"ATX","COALPP","W13","2041",1
"ATX","COALPP","W13","2042",1
"ATX","COALPP","W13","2043",1
"ATX","COALPP","W13","2044",1
"ATX","COALPP","W13","2045",1
"ATX","COALPP","W13","2046",1
"ATX","COALPP","W13","2047",1
"ATX","COALPP","W13","2048",1
"ATX","COALPP","W13","2049",1
"ATX","COALPP","W13","2050",1
"ATX","COALPP","W14","2015",1
"ATX","COALPP","W14","2016",1
"ATX","COALPP","W14","2017",1
"ATX","COALPP","W14","2018",1
"ATX","COALPP","W14","2019",1
"ATX","COALPP","W14","2020",1
"ATX","COALPP","W14","2021",1
"ATX","COALPP","W14","2022",1
"ATX","COALPP","W14","2023",1
"ATX","COALPP","W14","2024",1
"ATX","COALPP","W14","2025",1
"ATX","COALPP","W14","2026",1
"ATX","COALPP","W14","2027",1
"ATX","COALPP","W14","2028",1
"ATX","COALPP","W14","2029",1
"ATX","COALPP","W14","2030",1
"ATX","COALPP","W14","2031",1
"ATX","COALPP","W14","2032",1
"ATX","COALPP","W14","2033",1
"ATX","COALPP","W14","2034",1
"ATX","COALPP","W14","2035",1
"ATX","COALPP","W14","2036",1
"ATX","COALPP","W14","2037",1
"ATX","COALPP","W14","2038",1
"ATX","COALPP","W14","2039",1
"ATX","COALPP","W14","2040",1
"ATX","COALPP","W14","2041",1
"ATX","COALPP","W14","2042",1
"ATX","COALPP","W14","2043",1
"ATX","COALPP","W14","2044",1
"ATX","COALPP","W14","2045",1
"ATX","COALPP","W14","2046",1
"ATX","COALPP","W14","2047",1
"ATX","COALPP","W14","2048",1
"ATX","COALPP","W14","2049",1
"ATX","COALPP","W14","2050",1
"ATX","COALPP","W15","2015",1
"ATX","COALPP","W15","2016",1
"ATX","COALPP","W15","2017",1
"ATX","COALPP","W15","2018",1
"ATX","COALPP","W15","2019",1
"ATX","COALPP","W15","2020",1
"ATX","COALPP","W15","2021",1
"ATX","COALPP","W15","2022",1
"ATX","COALPP","W15","2023",1
"ATX","COALPP","W15","2024",1
"ATX","COALPP","W15","2025",1
"ATX","COALPP","W15","2026",1
"ATX","COALPP","W15","2027",1
"ATX","COALPP","W15","2028",1
"ATX","COALPP","W15","2029",1
"ATX","COALPP","W15","2030",1
"ATX","COALPP","W15","2031",1
"ATX","COALPP","W15","2032",1
"ATX","COALPP","W15","2033",1
"ATX","COALPP","W15","2034",1
"ATX","COALPP","W15","2035",1
"ATX","COALPP","W15","2036",1
"ATX","COALPP","W15","2037",1
"ATX","COALPP","W15","2038",1
"ATX","COALPP","W15","2039",1
"ATX","COALPP","W15","2040",1
"ATX","COALPP","W15","2041",1
"ATX","COALPP","W15","2042",1
"ATX","COALPP","W15","2043",1
"ATX","COALPP","W15","2044",1
"ATX","COALPP","W15","2045",1
"ATX","COALPP","W15","2046",1
"ATX","COALPP","W15","2047",1
"ATX","COALPP","W15","2048",1
"ATX","COALPP","W15","2049",1
"ATX","COALPP","W15","2050",1
"ATX","COALPP","W16","2015",1
"ATX","COALPP","W16","2016",1
"ATX","COALPP","W16","2017",1
"ATX","COALPP","W16","2018",1
"ATX","COALPP","W16","2019",1
"ATX","COALPP","W16","2020",1
"ATX","COALPP","W16","2021",1
"ATX","COALPP","W16","2022",1
"ATX","COALPP","W16","2023",1
"ATX","COALPP","W16","2024",1
"ATX","COALPP","W16","2025",1
"ATX","COALPP","W16","2026",1
"ATX","COALPP","W16","2027",1
"ATX","COALPP","W16","2028",1
"ATX","COALPP","W16","2029",1
"ATX","COALPP","W16","2030",1
"ATX","COALPP","W16","2031",1
"ATX","COALPP","W16","2032",1
"ATX","COALPP","W16","2033",1
"ATX","COALPP","W16","2034",1
"ATX","COALPP","W16","2035",1
"ATX","COALPP","W16","2036",1
"ATX","COALPP","W16","2037",1
"ATX","COALPP","W16","2038",1
"ATX","COALPP","W16","2039",1
"ATX","COALPP","W16","2040",1
"ATX","COALPP","W16","2041",1
"ATX","COALPP","W16","2042",1
"ATX","COALPP","W16","2043",1
"ATX","COALPP","W16","2044",1
"ATX","COALPP","W16","2045",1
"ATX","COALPP","W16","2046",1
"ATX","COALPP","W16","2047",1
"ATX","COALPP","W16","2048",1
"ATX","COALPP","W16","2049",1
"ATX","COALPP","W16","2050",1
"ATX","COALPP","W17","2015",1
"ATX","COALPP","W17","2016",1
"ATX","COALPP","W17","2017",1
"ATX","COALPP","W17","2018",1
"ATX","COALPP","W17","2019",1
"ATX","COALPP","W17","2020",1
"ATX","COALPP","W17","2021",1
"ATX","COALPP","W17","2022",1
"ATX","COALPP","W17","2023",1
"ATX","COALPP","W17","2024",1
"ATX","COALPP","W17","2025",1
"ATX","COALPP","W17","2026",1
"ATX","COALPP","W17","2027",1
"ATX","COALPP","W17","2028",1
"ATX","COALPP","W17","2029",1
"ATX","COALPP","W17","2030",1
"ATX","COALPP","W17","2031",1
"ATX","COALPP","W17","2032",1
"ATX","COALPP","W17","2033",1
"ATX","COALPP","W17","2034",1
"ATX","COALPP","W17","2035",1
"ATX","COALPP","W17","2036",1
"ATX","COALPP","W17","2037",1
"ATX","COALPP","W17","2038",1
"ATX","COALPP","W17","2039",1
"ATX","COALPP","W17","2040",1
"ATX","COALPP","W17","2041",1
"ATX","COALPP","W17","2042",1
"ATX","COALPP","W17","2043",1
"ATX","COALPP","W17","2044",1
"ATX","COALPP","W17","2045",1
"ATX","COALPP","W17","2046",1
"ATX","COALPP","W17","2047",1
"ATX","COALPP","W17","2048",1
"ATX","COALPP","W17","2049",1
"ATX","COALPP","W17","2050",1
"ATX","COALPP","W18","2015",1
"ATX","COALPP","W18","2016",1
"ATX","COALPP","W18","2017",1
"ATX","COALPP","W18","2018",1
"ATX","COALPP","W18","2019",1
"ATX","COALPP","W18","2020",1
"ATX","COALPP","W18","2021",1
"ATX","COALPP","W18","2022",1
"ATX","COALPP","W18","2023",1
"ATX","COALPP","W18","2024",1
"ATX","COALPP","W18","2025",1
"ATX","COALPP","W18","2026",1
"ATX","COALPP","W18","2027",1
"ATX","COALPP","W18","2028",1
"ATX","COALPP","W18","2029",1
"ATX","COALPP","W18","2030",1
"ATX","COALPP","W18","2031",1
"ATX","COALPP","W18","2032",1
"ATX","COALPP","W18","2033",1
"ATX","COALPP","W18","2034",1
"ATX","COALPP","W18","2035",1
"ATX","COALPP","W18","2036",1
"ATX","COALPP","W18","2037",1
"ATX","COALPP","W18","2038",1
"ATX","COALPP","W18","2039",1
"ATX","COALPP","W18","2040",1
"ATX","COALPP","W18","2041",1
"ATX","COALPP","W18","2042",1
"ATX","COALPP","W18","2043",1
"ATX","COALPP","W18","2044",1
"ATX","COALPP","W18","2045",1
"ATX","COALPP","W18","2046",1
"ATX","COALPP","W18","2047",1
"ATX","COALPP","W18","2048",1
"ATX","COALPP","W18","2049",1
"ATX","COALPP","W18","2050",1
"ATX","COALPP","W19","2015",1
"ATX","COALPP","W19","2016",1
"ATX","COALPP","W19","2017",1
"ATX","COALPP","W19","2018",1
"ATX","COALPP","W19","2019",1
"ATX","COALPP","W19","2020",1
"ATX","COALPP","W19","2021",1
"ATX","COALPP","W19","2022",1
"ATX","COALPP","W19","2023",1
"ATX","COALPP","W19","2024",1
"ATX","COALPP","W19","2025",1
"ATX","COALPP","W19","2026",1
"ATX","COALPP","W19","2027",1
"ATX","COALPP","W19","2028",1
"ATX","COALPP","W19","2029",1
"ATX","COALPP","W19","2030",1
"ATX","COALPP","W19","2031",1
"ATX","COALPP","W19","2032",1
"ATX","COALPP","W19","2033",1
"ATX","COALPP","W19","2034",1
"ATX","COALPP","W19","2035",1
"ATX","COALPP","W19","2036",1
"ATX","COALPP","W19","2037",1
"ATX","COALPP","W19","2038",1
"ATX","COALPP","W19","2039",1
"ATX","COALPP","W19","2040",1
"ATX","COALPP","W19","2041",1
"ATX","COALPP","W19","2042",1
"ATX","COALPP","W19","2043",1
"ATX","COALPP","W19","2044",1
"ATX","COALPP","W19","2045",1
"ATX","COALPP","W19","2046",1
"ATX","COALPP","W19","2047",1
"ATX","COALPP","W19","2048",1
"ATX","COALPP","W19","2049",1
"ATX","COALPP","W19","2050",1
"ATX","COALPP","W20","2015",1
"ATX","COALPP","W20","2016",1
"ATX","COALPP","W20","2017",1
"ATX","COALPP","W20","2018",1
"ATX","COALPP","W20","2019",1
"ATX","COALPP","W20","2020",1
"ATX","COALPP","W20","2021",1
"ATX","COALPP","W20","2022",1
"ATX","COALPP","W20","2023",1
"ATX","COALPP","W20","2024",1
"ATX","COALPP","W20","2025",1
"ATX","COALPP","W20","2026",1
"ATX","COALPP","W20","2027",1
"ATX","COALPP","W20","2028",1
"ATX","COALPP","W20","2029",1
"ATX","COALPP","W20","2030",1
"ATX","COALPP","W20","2031",1
"ATX","COALPP","W20","2032",1
"ATX","COALPP","W20","2033",1
"ATX","COALPP","W20","2034",1
"ATX","COALPP","W20","2035",1
"ATX","COALPP","W20","2036",1
"ATX","COALPP","W20","2037",1
"ATX","COALPP","W20","2038",1
"ATX","COALPP","W20","2039",1
"ATX","COALPP","W20","2040",1
"ATX","COALPP","W20","2041",1
"ATX","COALPP","W20","2042",1
"ATX","COALPP","W20","2043",1
"ATX","COALPP","W20","2044",1
"ATX","COALPP","W20","2045",1
"ATX","COALPP","W20","2046",1
"ATX","COALPP","W20","2047",1
"ATX","COALPP","W20","2048",1
"ATX","COALPP","W20","2049",1
"ATX","COALPP","W20","2050",1
"ATX","COALPP","W21","2015",1
"ATX","COALPP","W21","2016",1
"ATX","COALPP","W21","2017",1
"ATX","COALPP","W21","2018",1
"ATX","COALPP","W21","2019",1
"ATX","COALPP","W21","2020",1
"ATX","COALPP","W21","2021",1
"ATX","COALPP","W21","2022",1
"ATX","COALPP","W21","2023",1
"ATX","COALPP","W21","2024",1
"ATX","COALPP","W21","2025",1
"ATX","COALPP","W21","2026",1
"ATX","COALPP","W21","2027",1
"ATX","COALPP","W21","2028",1
"ATX","COALPP","W21","2029",1
"ATX","COALPP","W21","2030",1
"ATX","COALPP","W21","2031",1
"ATX","COALPP","W21","2032",1
"ATX","COALPP","W21","2033",1
"ATX","COALPP","W21","2034",1
"ATX","COALPP","W21","2035",1
"ATX","COALPP","W21","2036",1
"ATX","COALPP","W21","2037",1
"ATX","COALPP","W21","2038",1
"ATX","COALPP","W21","2039",1
"ATX","COALPP","W21","2040",1
"ATX","COALPP","W21","2041",1
"ATX","COALPP","W21","2042",1
"ATX","COALPP","W21","2043",1
"ATX","COALPP","W21","2044",1
"ATX","COALPP","W21","2045",1
"ATX","COALPP","W21","2046",1
"ATX","COALPP","W21","2047",1
"ATX","COALPP","W21","2048",1
"ATX","COALPP","W21","2049",1
"ATX","COALPP","W21","2050",1
"ATX","COALPP","W22","2015",1
"ATX","COALPP","W22","2016",1
"ATX","COALPP","W22","2017",1
"ATX","COALPP","W22","2018",1
"ATX","COALPP","W22","2019",1
"ATX","COALPP","W22","2020",1
"ATX","COALPP","W22","2021",1
"ATX","COALPP","W22","2022",1
"ATX","COALPP","W22","2023",1
"ATX","COALPP","W22","2024",1
"ATX","COALPP","W22","2025",1
"ATX","COALPP","W22","2026",1
"ATX","COALPP","W22","2027",1
"ATX","COALPP","W22","2028",1
"ATX","COALPP","W22","2029",1
"ATX","COALPP","W22","2030",1
"ATX","COALPP","W22","2031",1
"ATX","COALPP","W22","2032",1
"ATX","COALPP","W22","2033",1
"ATX","COALPP","W22","2034",1
