scenario,quantity,region,technology,year,season,timeslice,value
6,Electricity Use,ATX,HYBRID_PUB,2050,WINTER,W23,0.0
6,Electricity Use,ATX,HYBRID_PUB,2050,WINTER,W24,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W1,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W2,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W3,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W4,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W5,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W6,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W7,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W8,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W9,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W10,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W11,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W12,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W13,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W14,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W15,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W16,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W17,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W18,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W19,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W20,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W21,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W22,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W23,0.0
6,Electricity Use,ATX,BIO_DSL_PUB,2050,WINTER,W24,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W1,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W2,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W3,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W4,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W5,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W6,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W7,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W8,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W9,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W10,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W11,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W12,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W13,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W14,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W15,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W16,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W17,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W18,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W19,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W20,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W21,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W22,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W23,0.0
6,Electricity Use,ATX,ELCTROL,2050,WINTER,W24,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W1,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W2,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W3,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W4,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W5,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W6,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W7,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W8,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W9,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W10,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W11,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W12,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W13,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W14,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W15,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W16,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W17,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W18,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W19,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W20,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W21,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W22,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W23,0.0
6,Electricity Use,ATX,GASREF,2050,WINTER,W24,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W1,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W2,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W3,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W4,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W5,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W6,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W7,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W8,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W9,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W10,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W11,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W12,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W13,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W14,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W15,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W16,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W17,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W18,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W19,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W20,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W21,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W22,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W23,0.0
6,Electricity Use,ATX,BIOGAS,2050,WINTER,W24,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W1,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W2,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W3,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W4,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W5,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W6,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W7,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W8,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W9,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W10,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W11,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W12,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W13,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W14,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W15,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W16,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W17,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W18,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W19,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W20,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W21,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W22,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W23,0.0
6,Electricity Use,ATX,COALGAS,2050,WINTER,W24,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,COALPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,CCPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,CTPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,NUCPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,HYDROPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,WINDPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,SOLPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,BIOPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF23,0.0
6,Electricity Use,ATX,CCCCSPP,2050,INTERMEDIATE,SF24,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF1,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF2,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF3,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF4,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF5,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF6,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF7,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF8,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF9,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF10,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF11,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF12,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF13,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF14,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF15,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF16,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF17,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF18,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF19,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF20,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF21,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF22,0.0
6,Electricity Use,ATX,IGCCCCSPP,2050,INTERMEDIATE,SF23,0.0
