scenario,quantity,region,technology,year,season,timeslice,value
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W3,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W4,0.63
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W5,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W6,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W7,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W8,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W9,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W10,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W11,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W12,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W13,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W14,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W15,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W16,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W17,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W18,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W19,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W20,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W21,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W22,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W23,0.0
3,Electricity Production,ATX,EV_CHARGE,2050,WINTER,W24,0.26
3,Electricity Production,ATX,V2G,2050,WINTER,W1,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W2,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W3,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W4,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W5,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W6,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W7,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W8,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W9,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W10,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W11,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W12,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W13,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W14,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W15,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W16,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W17,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W18,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W19,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W20,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W21,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W22,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W23,0.0
3,Electricity Production,ATX,V2G,2050,WINTER,W24,0.0
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W1,0.0
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W2,0.0
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W3,0.0
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W4,0.0
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W5,0.01
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W6,0.02
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W7,0.04
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W8,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W9,0.05
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W10,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W11,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W12,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W13,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W14,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W15,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W16,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W17,0.07
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W18,0.07
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W19,0.06
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W20,0.03
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W21,0.02
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W22,0.02
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W23,0.01
3,Electricity Production,ATX,EV_DISCHARGE,2050,WINTER,W24,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W1,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W2,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W3,0.09
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W4,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W5,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W6,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W7,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W8,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W9,0.22
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W10,0.19
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W11,0.2
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W12,0.2
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W13,0.19
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W14,0.2
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W15,0.2
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W16,0.19
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W17,0.17
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W18,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W19,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W20,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W21,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W22,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W23,0.0
3,Electricity Production,ATX,EV_CHARGE_F,2050,WINTER,W24,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W1,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W2,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W3,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W4,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W5,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W6,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W7,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W8,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W9,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W10,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W11,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W12,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W13,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W14,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W15,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W16,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W17,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W18,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W19,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W20,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W21,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W22,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W23,0.0
3,Electricity Production,ATX,V2G_F,2050,WINTER,W24,0.0
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W1,0.01
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W2,0.0
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W3,0.0
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W4,0.0
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W5,0.02
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W6,0.03
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W7,0.09
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W8,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W9,0.1
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W10,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W11,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W12,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W13,0.13
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W14,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W15,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W16,0.13
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W17,0.15
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W18,0.14
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W19,0.12
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W20,0.07
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W21,0.05
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W22,0.04
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W23,0.02
3,Electricity Production,ATX,EV_DISCHARGE_F,2050,WINTER,W24,0.01
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYCOAL,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYURN,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYBIO,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYGAS,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYPET,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYDSL,2050,WINTER,W24,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W1,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W2,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W3,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W4,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W5,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W6,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W7,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W8,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W9,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W10,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W11,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W12,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W13,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W14,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W15,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W16,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W17,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W18,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W19,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W20,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W21,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W22,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W23,0.0
3,Electricity Production,ATX,BUYBIO_DSL,2050,WINTER,W24,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W1,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W2,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W3,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W4,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W5,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W6,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W7,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W8,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W9,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W10,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W11,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W12,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W13,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W14,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W15,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W16,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W17,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W18,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W19,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W20,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W21,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W22,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W23,0.0
3,Electricity Production,ATX,SOLPOT,2050,WINTER,W24,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W1,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W2,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W3,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W4,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W5,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W6,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W7,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W8,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W9,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W10,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W11,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W12,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W13,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W14,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W15,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W16,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W17,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W18,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W19,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W20,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W21,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W22,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W23,0.0
3,Electricity Production,ATX,WINDPOT,2050,WINTER,W24,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W1,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W2,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W3,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W4,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W5,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W6,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W7,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W8,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W9,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W10,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W11,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W12,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W13,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W14,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W15,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W16,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W17,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W18,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W19,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W20,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W21,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W22,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W23,0.0
3,Electricity Production,ATX,HYDROPOT,2050,WINTER,W24,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W1,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W2,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W3,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W4,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W5,0.0
3,Electricity Production,ATX,ICE_PET,2050,WINTER,W6,0.0
