scenario,quantity,region,technology,item,year,value
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2021,0.05
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2022,0.05
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2023,0.07
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2024,0.11
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2025,0.15
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2026,0.21
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2027,0.28
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2028,0.39
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2029,0.57
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2030,0.81
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2031,0.92
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2032,1.0
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2033,1.09
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2034,1.15
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2035,1.17
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2036,1.09
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2037,1.04
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2038,0.96
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2039,1.01
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2040,1.13
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2041,1.16
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2042,1.17
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2043,1.2
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2044,1.29
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2045,1.33
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2046,1.18
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2047,1.13
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2048,1.03
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2049,0.98
9,TotalAnnualCapacity,ATX,EV_CHARGE_F,,2050,0.99
9,TotalAnnualCapacity,ATX,V2G_F,,2015,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2016,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2017,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2018,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2019,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2020,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2021,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2022,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2023,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2024,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2025,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2026,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2027,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2028,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2029,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2030,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2031,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2032,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2033,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2034,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2035,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2036,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2037,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2038,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2039,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2040,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2041,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2042,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2043,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2044,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2045,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2046,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2047,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2048,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2049,0.0
9,TotalAnnualCapacity,ATX,V2G_F,,2050,0.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2015,1000.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2016,875.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2017,750.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2018,625.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2019,500.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2020,375.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2021,250.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2022,125.0
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2023,0.08
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2024,0.11
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2025,0.14
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2026,0.22
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2027,0.28
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2028,0.3
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2029,0.3
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2030,0.34
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2031,0.31
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2032,0.37
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2033,0.35
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2034,0.46
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2035,0.4
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2036,0.41
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2037,0.41
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2038,0.42
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2039,0.42
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2040,0.44
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2041,0.43
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2042,0.43
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2043,0.43
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2044,0.44
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2045,0.45
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2046,0.44
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2047,0.45
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2048,0.47
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2049,0.47
9,TotalAnnualCapacity,ATX,EV_DISCHARGE_F,,2050,0.45
9,TotalAnnualCapacity,ATX,BUYCOAL,,2015,0.72
9,TotalAnnualCapacity,ATX,BUYCOAL,,2016,0.61
9,TotalAnnualCapacity,ATX,BUYCOAL,,2017,0.56
9,TotalAnnualCapacity,ATX,BUYCOAL,,2018,0.54
9,TotalAnnualCapacity,ATX,BUYCOAL,,2019,0.46
9,TotalAnnualCapacity,ATX,BUYCOAL,,2020,0.37
9,TotalAnnualCapacity,ATX,BUYCOAL,,2021,0.33
9,TotalAnnualCapacity,ATX,BUYCOAL,,2022,0.31
9,TotalAnnualCapacity,ATX,BUYCOAL,,2023,0.26
9,TotalAnnualCapacity,ATX,BUYCOAL,,2024,0.19
9,TotalAnnualCapacity,ATX,BUYCOAL,,2025,0.13
9,TotalAnnualCapacity,ATX,BUYCOAL,,2026,0.08
9,TotalAnnualCapacity,ATX,BUYCOAL,,2027,0.05
9,TotalAnnualCapacity,ATX,BUYCOAL,,2028,0.04
9,TotalAnnualCapacity,ATX,BUYCOAL,,2029,0.07
9,TotalAnnualCapacity,ATX,BUYCOAL,,2030,0.05
9,TotalAnnualCapacity,ATX,BUYCOAL,,2031,0.03
9,TotalAnnualCapacity,ATX,BUYCOAL,,2032,0.03
9,TotalAnnualCapacity,ATX,BUYCOAL,,2033,0.03
9,TotalAnnualCapacity,ATX,BUYCOAL,,2034,0.03
9,TotalAnnualCapacity,ATX,BUYCOAL,,2035,0.02
9,TotalAnnualCapacity,ATX,BUYCOAL,,2036,0.02
9,TotalAnnualCapacity,ATX,BUYCOAL,,2037,0.02
9,TotalAnnualCapacity,ATX,BUYCOAL,,2038,0.01
9,TotalAnnualCapacity,ATX,BUYCOAL,,2039,0.01
9,TotalAnnualCapacity,ATX,BUYCOAL,,2040,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2041,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2042,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2043,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2044,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2045,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2046,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2047,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2048,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2049,0.0
9,TotalAnnualCapacity,ATX,BUYCOAL,,2050,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2015,0.72
9,TotalAnnualCapacity,ATX,BUYURN,,2016,0.69
9,TotalAnnualCapacity,ATX,BUYURN,,2017,0.67
9,TotalAnnualCapacity,ATX,BUYURN,,2018,0.64
9,TotalAnnualCapacity,ATX,BUYURN,,2019,0.62
9,TotalAnnualCapacity,ATX,BUYURN,,2020,0.6
9,TotalAnnualCapacity,ATX,BUYURN,,2021,0.57
9,TotalAnnualCapacity,ATX,BUYURN,,2022,0.55
9,TotalAnnualCapacity,ATX,BUYURN,,2023,0.52
9,TotalAnnualCapacity,ATX,BUYURN,,2024,0.5
9,TotalAnnualCapacity,ATX,BUYURN,,2025,0.48
9,TotalAnnualCapacity,ATX,BUYURN,,2026,0.45
9,TotalAnnualCapacity,ATX,BUYURN,,2027,0.43
9,TotalAnnualCapacity,ATX,BUYURN,,2028,0.4
9,TotalAnnualCapacity,ATX,BUYURN,,2029,0.37
9,TotalAnnualCapacity,ATX,BUYURN,,2030,0.32
9,TotalAnnualCapacity,ATX,BUYURN,,2031,0.29
9,TotalAnnualCapacity,ATX,BUYURN,,2032,0.3
9,TotalAnnualCapacity,ATX,BUYURN,,2033,0.29
9,TotalAnnualCapacity,ATX,BUYURN,,2034,0.26
9,TotalAnnualCapacity,ATX,BUYURN,,2035,0.24
9,TotalAnnualCapacity,ATX,BUYURN,,2036,0.21
9,TotalAnnualCapacity,ATX,BUYURN,,2037,0.19
9,TotalAnnualCapacity,ATX,BUYURN,,2038,0.16
9,TotalAnnualCapacity,ATX,BUYURN,,2039,0.14
9,TotalAnnualCapacity,ATX,BUYURN,,2040,0.11
9,TotalAnnualCapacity,ATX,BUYURN,,2041,0.09
9,TotalAnnualCapacity,ATX,BUYURN,,2042,0.07
9,TotalAnnualCapacity,ATX,BUYURN,,2043,0.05
9,TotalAnnualCapacity,ATX,BUYURN,,2044,0.02
9,TotalAnnualCapacity,ATX,BUYURN,,2045,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2046,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2047,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2048,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2049,0.0
9,TotalAnnualCapacity,ATX,BUYURN,,2050,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2015,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2016,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2017,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2018,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2019,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2020,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2021,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2022,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2023,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2024,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2025,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2026,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2027,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2028,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2029,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2030,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2031,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2032,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2033,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2034,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2035,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2036,0.01
9,TotalAnnualCapacity,ATX,BUYBIO,,2037,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2038,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2039,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2040,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2041,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2042,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2043,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2044,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2045,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2046,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2047,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2048,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2049,0.0
9,TotalAnnualCapacity,ATX,BUYBIO,,2050,0.0
9,TotalAnnualCapacity,ATX,BUYGAS,,2015,0.91
9,TotalAnnualCapacity,ATX,BUYGAS,,2016,0.94
9,TotalAnnualCapacity,ATX,BUYGAS,,2017,1.02
9,TotalAnnualCapacity,ATX,BUYGAS,,2018,1.14
9,TotalAnnualCapacity,ATX,BUYGAS,,2019,1.24
9,TotalAnnualCapacity,ATX,BUYGAS,,2020,1.36
9,TotalAnnualCapacity,ATX,BUYGAS,,2021,1.46
9,TotalAnnualCapacity,ATX,BUYGAS,,2022,1.43
9,TotalAnnualCapacity,ATX,BUYGAS,,2023,1.35
9,TotalAnnualCapacity,ATX,BUYGAS,,2024,1.25
9,TotalAnnualCapacity,ATX,BUYGAS,,2025,1.13
9,TotalAnnualCapacity,ATX,BUYGAS,,2026,1.0
9,TotalAnnualCapacity,ATX,BUYGAS,,2027,0.83
9,TotalAnnualCapacity,ATX,BUYGAS,,2028,0.75
9,TotalAnnualCapacity,ATX,BUYGAS,,2029,0.68
9,TotalAnnualCapacity,ATX,BUYGAS,,2030,0.6
9,TotalAnnualCapacity,ATX,BUYGAS,,2031,0.56
9,TotalAnnualCapacity,ATX,BUYGAS,,2032,0.58
9,TotalAnnualCapacity,ATX,BUYGAS,,2033,0.55
9,TotalAnnualCapacity,ATX,BUYGAS,,2034,0.53
9,TotalAnnualCapacity,ATX,BUYGAS,,2035,0.49
9,TotalAnnualCapacity,ATX,BUYGAS,,2036,0.48
9,TotalAnnualCapacity,ATX,BUYGAS,,2037,0.46
9,TotalAnnualCapacity,ATX,BUYGAS,,2038,0.35
9,TotalAnnualCapacity,ATX,BUYGAS,,2039,0.3
9,TotalAnnualCapacity,ATX,BUYGAS,,2040,0.19
9,TotalAnnualCapacity,ATX,BUYGAS,,2041,0.2
9,TotalAnnualCapacity,ATX,BUYGAS,,2042,0.19
9,TotalAnnualCapacity,ATX,BUYGAS,,2043,0.19
9,TotalAnnualCapacity,ATX,BUYGAS,,2044,0.17
9,TotalAnnualCapacity,ATX,BUYGAS,,2045,0.18
9,TotalAnnualCapacity,ATX,BUYGAS,,2046,0.18
9,TotalAnnualCapacity,ATX,BUYGAS,,2047,0.19
9,TotalAnnualCapacity,ATX,BUYGAS,,2048,0.12
9,TotalAnnualCapacity,ATX,BUYGAS,,2049,0.08
9,TotalAnnualCapacity,ATX,BUYGAS,,2050,0.04
9,TotalAnnualCapacity,ATX,BUYPET,,2015,7.86
9,TotalAnnualCapacity,ATX,BUYPET,,2016,7.13
9,TotalAnnualCapacity,ATX,BUYPET,,2017,6.5
9,TotalAnnualCapacity,ATX,BUYPET,,2018,5.95
9,TotalAnnualCapacity,ATX,BUYPET,,2019,5.81
9,TotalAnnualCapacity,ATX,BUYPET,,2020,5.61
9,TotalAnnualCapacity,ATX,BUYPET,,2021,5.5
9,TotalAnnualCapacity,ATX,BUYPET,,2022,5.37
9,TotalAnnualCapacity,ATX,BUYPET,,2023,5.19
9,TotalAnnualCapacity,ATX,BUYPET,,2024,4.98
9,TotalAnnualCapacity,ATX,BUYPET,,2025,4.77
9,TotalAnnualCapacity,ATX,BUYPET,,2026,4.72
9,TotalAnnualCapacity,ATX,BUYPET,,2027,4.63
9,TotalAnnualCapacity,ATX,BUYPET,,2028,4.39
9,TotalAnnualCapacity,ATX,BUYPET,,2029,3.57
9,TotalAnnualCapacity,ATX,BUYPET,,2030,2.78
9,TotalAnnualCapacity,ATX,BUYPET,,2031,2.25
9,TotalAnnualCapacity,ATX,BUYPET,,2032,1.84
9,TotalAnnualCapacity,ATX,BUYPET,,2033,1.45
9,TotalAnnualCapacity,ATX,BUYPET,,2034,1.05
9,TotalAnnualCapacity,ATX,BUYPET,,2035,0.66
9,TotalAnnualCapacity,ATX,BUYPET,,2036,0.71
9,TotalAnnualCapacity,ATX,BUYPET,,2037,0.7
9,TotalAnnualCapacity,ATX,BUYPET,,2038,0.7
9,TotalAnnualCapacity,ATX,BUYPET,,2039,0.72
9,TotalAnnualCapacity,ATX,BUYPET,,2040,0.87
9,TotalAnnualCapacity,ATX,BUYPET,,2041,0.79
9,TotalAnnualCapacity,ATX,BUYPET,,2042,0.59
9,TotalAnnualCapacity,ATX,BUYPET,,2043,0.48
9,TotalAnnualCapacity,ATX,BUYPET,,2044,0.48
9,TotalAnnualCapacity,ATX,BUYPET,,2045,0.42
9,TotalAnnualCapacity,ATX,BUYPET,,2046,0.45
9,TotalAnnualCapacity,ATX,BUYPET,,2047,0.41
9,TotalAnnualCapacity,ATX,BUYPET,,2048,0.44
9,TotalAnnualCapacity,ATX,BUYPET,,2049,0.51
9,TotalAnnualCapacity,ATX,BUYPET,,2050,0.55
9,TotalAnnualCapacity,ATX,BUYDSL,,2015,1.2
9,TotalAnnualCapacity,ATX,BUYDSL,,2016,1.02
9,TotalAnnualCapacity,ATX,BUYDSL,,2017,0.78
9,TotalAnnualCapacity,ATX,BUYDSL,,2018,0.46
9,TotalAnnualCapacity,ATX,BUYDSL,,2019,0.33
9,TotalAnnualCapacity,ATX,BUYDSL,,2020,0.21
9,TotalAnnualCapacity,ATX,BUYDSL,,2021,0.16
9,TotalAnnualCapacity,ATX,BUYDSL,,2022,0.13
9,TotalAnnualCapacity,ATX,BUYDSL,,2023,0.06
9,TotalAnnualCapacity,ATX,BUYDSL,,2024,0.03
9,TotalAnnualCapacity,ATX,BUYDSL,,2025,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2026,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2027,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2028,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2029,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2030,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2031,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2032,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2033,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2034,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2035,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2036,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2037,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2038,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2039,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2040,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2041,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2042,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2043,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2044,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2045,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2046,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2047,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2048,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2049,0.0
9,TotalAnnualCapacity,ATX,BUYDSL,,2050,0.01
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2015,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2016,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2017,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2018,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2019,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2020,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2021,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2022,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2023,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2024,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2025,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2026,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2027,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2028,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2029,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2030,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2031,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2032,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2033,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2034,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2035,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2036,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2037,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2038,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2039,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2040,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2041,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2042,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2043,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2044,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2045,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2046,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2047,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2048,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2049,0.0
9,TotalAnnualCapacity,ATX,BUYBIO_DSL,,2050,0.0
9,TotalAnnualCapacity,ATX,SOLPOT,,2015,36.84
9,TotalAnnualCapacity,ATX,SOLPOT,,2016,35.61
9,TotalAnnualCapacity,ATX,SOLPOT,,2017,34.38
9,TotalAnnualCapacity,ATX,SOLPOT,,2018,33.15
9,TotalAnnualCapacity,ATX,SOLPOT,,2019,31.92
9,TotalAnnualCapacity,ATX,SOLPOT,,2020,30.7
9,TotalAnnualCapacity,ATX,SOLPOT,,2021,29.47
9,TotalAnnualCapacity,ATX,SOLPOT,,2022,39.92
9,TotalAnnualCapacity,ATX,SOLPOT,,2023,54.48
9,TotalAnnualCapacity,ATX,SOLPOT,,2024,72.67
9,TotalAnnualCapacity,ATX,SOLPOT,,2025,95.42
9,TotalAnnualCapacity,ATX,SOLPOT,,2026,123.85
9,TotalAnnualCapacity,ATX,SOLPOT,,2027,159.39
9,TotalAnnualCapacity,ATX,SOLPOT,,2028,167.25
9,TotalAnnualCapacity,ATX,SOLPOT,,2029,175.27
9,TotalAnnualCapacity,ATX,SOLPOT,,2030,174.04
9,TotalAnnualCapacity,ATX,SOLPOT,,2031,181.17
9,TotalAnnualCapacity,ATX,SOLPOT,,2032,195.4
9,TotalAnnualCapacity,ATX,SOLPOT,,2033,225.14
9,TotalAnnualCapacity,ATX,SOLPOT,,2034,227.4
9,TotalAnnualCapacity,ATX,SOLPOT,,2035,251.84
9,TotalAnnualCapacity,ATX,SOLPOT,,2036,286.02
9,TotalAnnualCapacity,ATX,SOLPOT,,2037,311.2
9,TotalAnnualCapacity,ATX,SOLPOT,,2038,365.79
9,TotalAnnualCapacity,ATX,SOLPOT,,2039,394.79
9,TotalAnnualCapacity,ATX,SOLPOT,,2040,457.56
9,TotalAnnualCapacity,ATX,SOLPOT,,2041,486.76
9,TotalAnnualCapacity,ATX,SOLPOT,,2042,537.62
9,TotalAnnualCapacity,ATX,SOLPOT,,2043,573.74
9,TotalAnnualCapacity,ATX,SOLPOT,,2044,610.02
9,TotalAnnualCapacity,ATX,SOLPOT,,2045,645.17
9,TotalAnnualCapacity,ATX,SOLPOT,,2046,705.33
9,TotalAnnualCapacity,ATX,SOLPOT,,2047,755.71
9,TotalAnnualCapacity,ATX,SOLPOT,,2048,844.05
9,TotalAnnualCapacity,ATX,SOLPOT,,2049,934.77
9,TotalAnnualCapacity,ATX,SOLPOT,,2050,1036.06
9,TotalAnnualCapacity,ATX,WINDPOT,,2015,38.72
9,TotalAnnualCapacity,ATX,WINDPOT,,2016,50.38
9,TotalAnnualCapacity,ATX,WINDPOT,,2017,54.44
9,TotalAnnualCapacity,ATX,WINDPOT,,2018,53.15
9,TotalAnnualCapacity,ATX,WINDPOT,,2019,60.86
9,TotalAnnualCapacity,ATX,WINDPOT,,2020,64.82
9,TotalAnnualCapacity,ATX,WINDPOT,,2021,63.53
9,TotalAnnualCapacity,ATX,WINDPOT,,2022,73.72
9,TotalAnnualCapacity,ATX,WINDPOT,,2023,94.6
9,TotalAnnualCapacity,ATX,WINDPOT,,2024,117.6
9,TotalAnnualCapacity,ATX,WINDPOT,,2025,140.44
9,TotalAnnualCapacity,ATX,WINDPOT,,2026,163.81
9,TotalAnnualCapacity,ATX,WINDPOT,,2027,188.77
9,TotalAnnualCapacity,ATX,WINDPOT,,2028,212.13
9,TotalAnnualCapacity,ATX,WINDPOT,,2029,235.68
9,TotalAnnualCapacity,ATX,WINDPOT,,2030,265.97
9,TotalAnnualCapacity,ATX,WINDPOT,,2031,282.98
9,TotalAnnualCapacity,ATX,WINDPOT,,2032,287.08
9,TotalAnnualCapacity,ATX,WINDPOT,,2033,290.63
9,TotalAnnualCapacity,ATX,WINDPOT,,2034,307.41
9,TotalAnnualCapacity,ATX,WINDPOT,,2035,314.38
