scenario,quantity,region,technology,item,year,value
3,NewCapacity,ATX,PHEV,,2042,0.0
3,NewCapacity,ATX,PHEV,,2043,0.0
3,NewCapacity,ATX,PHEV,,2044,0.0
3,NewCapacity,ATX,PHEV,,2045,0.0
3,NewCapacity,ATX,PHEV,,2046,0.0
3,NewCapacity,ATX,PHEV,,2047,0.0
3,NewCapacity,ATX,PHEV,,2048,0.0
3,NewCapacity,ATX,PHEV,,2049,0.0
3,NewCapacity,ATX,PHEV,,2050,0.0
3,NewCapacity,ATX,HYBRID,,2015,0.0
3,NewCapacity,ATX,HYBRID,,2016,0.0
3,NewCapacity,ATX,HYBRID,,2017,0.0
3,NewCapacity,ATX,HYBRID,,2018,0.0
3,NewCapacity,ATX,HYBRID,,2019,0.0
3,NewCapacity,ATX,HYBRID,,2020,0.0
3,NewCapacity,ATX,HYBRID,,2021,0.0
3,NewCapacity,ATX,HYBRID,,2022,0.0
3,NewCapacity,ATX,HYBRID,,2023,0.0
3,NewCapacity,ATX,HYBRID,,2024,0.0
3,NewCapacity,ATX,HYBRID,,2025,0.0
3,NewCapacity,ATX,HYBRID,,2026,0.0
3,NewCapacity,ATX,HYBRID,,2027,0.0
3,NewCapacity,ATX,HYBRID,,2028,0.0
3,NewCapacity,ATX,HYBRID,,2029,0.0
3,NewCapacity,ATX,HYBRID,,2030,0.0
3,NewCapacity,ATX,HYBRID,,2031,0.0
3,NewCapacity,ATX,HYBRID,,2032,0.0
3,NewCapacity,ATX,HYBRID,,2033,0.0
3,NewCapacity,ATX,HYBRID,,2034,0.0
3,NewCapacity,ATX,HYBRID,,2035,0.0
3,NewCapacity,ATX,HYBRID,,2036,0.0
3,NewCapacity,ATX,HYBRID,,2037,0.0
3,NewCapacity,ATX,HYBRID,,2038,0.0
3,NewCapacity,ATX,HYBRID,,2039,0.0
3,NewCapacity,ATX,HYBRID,,2040,0.0
3,NewCapacity,ATX,HYBRID,,2041,0.0
3,NewCapacity,ATX,HYBRID,,2042,0.0
3,NewCapacity,ATX,HYBRID,,2043,0.0
3,NewCapacity,ATX,HYBRID,,2044,0.0
3,NewCapacity,ATX,HYBRID,,2045,0.0
3,NewCapacity,ATX,HYBRID,,2046,0.0
3,NewCapacity,ATX,HYBRID,,2047,0.0
3,NewCapacity,ATX,HYBRID,,2048,0.0
3,NewCapacity,ATX,HYBRID,,2049,0.0
3,NewCapacity,ATX,HYBRID,,2050,0.0
3,NewCapacity,ATX,H2V,,2015,0.0
3,NewCapacity,ATX,H2V,,2016,0.0
3,NewCapacity,ATX,H2V,,2017,0.0
3,NewCapacity,ATX,H2V,,2018,0.0
3,NewCapacity,ATX,H2V,,2019,0.0
3,NewCapacity,ATX,H2V,,2020,0.0
3,NewCapacity,ATX,H2V,,2021,0.0
3,NewCapacity,ATX,H2V,,2022,0.0
3,NewCapacity,ATX,H2V,,2023,0.0
3,NewCapacity,ATX,H2V,,2024,0.0
3,NewCapacity,ATX,H2V,,2025,0.0
3,NewCapacity,ATX,H2V,,2026,0.0
3,NewCapacity,ATX,H2V,,2027,0.0
3,NewCapacity,ATX,H2V,,2028,0.0
3,NewCapacity,ATX,H2V,,2029,0.0
3,NewCapacity,ATX,H2V,,2030,0.0
3,NewCapacity,ATX,H2V,,2031,0.0
3,NewCapacity,ATX,H2V,,2032,0.0
3,NewCapacity,ATX,H2V,,2033,0.0
3,NewCapacity,ATX,H2V,,2034,0.0
3,NewCapacity,ATX,H2V,,2035,0.0
3,NewCapacity,ATX,H2V,,2036,0.0
3,NewCapacity,ATX,H2V,,2037,0.0
3,NewCapacity,ATX,H2V,,2038,0.0
3,NewCapacity,ATX,H2V,,2039,0.0
3,NewCapacity,ATX,H2V,,2040,0.0
3,NewCapacity,ATX,H2V,,2041,0.0
3,NewCapacity,ATX,H2V,,2042,0.0
3,NewCapacity,ATX,H2V,,2043,0.0
3,NewCapacity,ATX,H2V,,2044,0.0
3,NewCapacity,ATX,H2V,,2045,0.0
3,NewCapacity,ATX,H2V,,2046,0.0
3,NewCapacity,ATX,H2V,,2047,0.0
3,NewCapacity,ATX,H2V,,2048,0.0
3,NewCapacity,ATX,H2V,,2049,0.0
3,NewCapacity,ATX,H2V,,2050,0.0
3,NewCapacity,ATX,EV,,2015,0.0
3,NewCapacity,ATX,EV,,2016,1.12
3,NewCapacity,ATX,EV,,2017,1.39
3,NewCapacity,ATX,EV,,2018,1.73
3,NewCapacity,ATX,EV,,2019,2.15
3,NewCapacity,ATX,EV,,2020,2.67
3,NewCapacity,ATX,EV,,2021,3.33
3,NewCapacity,ATX,EV,,2022,4.15
3,NewCapacity,ATX,EV,,2023,5.18
3,NewCapacity,ATX,EV,,2024,6.46
3,NewCapacity,ATX,EV,,2025,8.06
3,NewCapacity,ATX,EV,,2026,10.06
3,NewCapacity,ATX,EV,,2027,12.3
3,NewCapacity,ATX,EV,,2028,15.02
3,NewCapacity,ATX,EV,,2029,18.34
3,NewCapacity,ATX,EV,,2030,22.39
3,NewCapacity,ATX,EV,,2031,27.32
3,NewCapacity,ATX,EV,,2032,33.32
3,NewCapacity,ATX,EV,,2033,40.61
3,NewCapacity,ATX,EV,,2034,49.47
3,NewCapacity,ATX,EV,,2035,60.23
3,NewCapacity,ATX,EV,,2036,1.2
3,NewCapacity,ATX,EV,,2037,4.96
3,NewCapacity,ATX,EV,,2038,9.05
3,NewCapacity,ATX,EV,,2039,13.59
3,NewCapacity,ATX,EV,,2040,18.7
3,NewCapacity,ATX,EV,,2041,35.41
3,NewCapacity,ATX,EV,,2042,58.01
3,NewCapacity,ATX,EV,,2043,59.29
3,NewCapacity,ATX,EV,,2044,60.87
3,NewCapacity,ATX,EV,,2045,62.76
3,NewCapacity,ATX,EV,,2046,1.46
3,NewCapacity,ATX,EV,,2047,5.59
3,NewCapacity,ATX,EV,,2048,10.0
3,NewCapacity,ATX,EV,,2049,14.8
3,NewCapacity,ATX,EV,,2050,20.14
3,NewCapacity,ATX,ICE_PET_F,,2015,0.0
3,NewCapacity,ATX,ICE_PET_F,,2016,0.0
3,NewCapacity,ATX,ICE_PET_F,,2017,0.0
3,NewCapacity,ATX,ICE_PET_F,,2018,0.0
3,NewCapacity,ATX,ICE_PET_F,,2019,0.0
3,NewCapacity,ATX,ICE_PET_F,,2020,0.0
3,NewCapacity,ATX,ICE_PET_F,,2021,0.0
3,NewCapacity,ATX,ICE_PET_F,,2022,0.0
3,NewCapacity,ATX,ICE_PET_F,,2023,0.0
3,NewCapacity,ATX,ICE_PET_F,,2024,0.0
3,NewCapacity,ATX,ICE_PET_F,,2025,0.0
3,NewCapacity,ATX,ICE_PET_F,,2026,0.0
3,NewCapacity,ATX,ICE_PET_F,,2027,0.0
3,NewCapacity,ATX,ICE_PET_F,,2028,0.0
3,NewCapacity,ATX,ICE_PET_F,,2029,0.0
3,NewCapacity,ATX,ICE_PET_F,,2030,0.0
3,NewCapacity,ATX,ICE_PET_F,,2031,0.0
3,NewCapacity,ATX,ICE_PET_F,,2032,0.0
3,NewCapacity,ATX,ICE_PET_F,,2033,0.0
3,NewCapacity,ATX,ICE_PET_F,,2034,0.0
3,NewCapacity,ATX,ICE_PET_F,,2035,0.0
3,NewCapacity,ATX,ICE_PET_F,,2036,0.0
3,NewCapacity,ATX,ICE_PET_F,,2037,0.0
3,NewCapacity,ATX,ICE_PET_F,,2038,0.0
3,NewCapacity,ATX,ICE_PET_F,,2039,0.0
3,NewCapacity,ATX,ICE_PET_F,,2040,0.0
3,NewCapacity,ATX,ICE_PET_F,,2041,0.0
3,NewCapacity,ATX,ICE_PET_F,,2042,0.0
3,NewCapacity,ATX,ICE_PET_F,,2043,0.0
3,NewCapacity,ATX,ICE_PET_F,,2044,0.0
3,NewCapacity,ATX,ICE_PET_F,,2045,0.0
3,NewCapacity,ATX,ICE_PET_F,,2046,0.0
3,NewCapacity,ATX,ICE_PET_F,,2047,0.0
3,NewCapacity,ATX,ICE_PET_F,,2048,0.0
3,NewCapacity,ATX,ICE_PET_F,,2049,0.0
3,NewCapacity,ATX,ICE_PET_F,,2050,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2015,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2016,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2017,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2018,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2019,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2020,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2021,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2022,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2023,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2024,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2025,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2026,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2027,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2028,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2029,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2030,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2031,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2032,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2033,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2034,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2035,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2036,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2037,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2038,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2039,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2040,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2041,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2042,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2043,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2044,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2045,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2046,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2047,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2048,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2049,0.0
3,NewCapacity,ATX,ICE_DSL_F,,2050,0.0
3,NewCapacity,ATX,PHEV_F,,2015,0.0
3,NewCapacity,ATX,PHEV_F,,2016,0.0
3,NewCapacity,ATX,PHEV_F,,2017,0.0
3,NewCapacity,ATX,PHEV_F,,2018,0.0
3,NewCapacity,ATX,PHEV_F,,2019,0.0
3,NewCapacity,ATX,PHEV_F,,2020,0.0
3,NewCapacity,ATX,PHEV_F,,2021,0.0
3,NewCapacity,ATX,PHEV_F,,2022,0.0
3,NewCapacity,ATX,PHEV_F,,2023,0.0
3,NewCapacity,ATX,PHEV_F,,2024,0.0
3,NewCapacity,ATX,PHEV_F,,2025,0.0
3,NewCapacity,ATX,PHEV_F,,2026,0.0
3,NewCapacity,ATX,PHEV_F,,2027,0.0
3,NewCapacity,ATX,PHEV_F,,2028,0.0
3,NewCapacity,ATX,PHEV_F,,2029,0.0
3,NewCapacity,ATX,PHEV_F,,2030,0.0
3,NewCapacity,ATX,PHEV_F,,2031,0.0
3,NewCapacity,ATX,PHEV_F,,2032,0.0
3,NewCapacity,ATX,PHEV_F,,2033,0.0
3,NewCapacity,ATX,PHEV_F,,2034,0.0
3,NewCapacity,ATX,PHEV_F,,2035,0.0
3,NewCapacity,ATX,PHEV_F,,2036,0.0
3,NewCapacity,ATX,PHEV_F,,2037,0.0
3,NewCapacity,ATX,PHEV_F,,2038,0.0
3,NewCapacity,ATX,PHEV_F,,2039,0.0
3,NewCapacity,ATX,PHEV_F,,2040,0.0
3,NewCapacity,ATX,PHEV_F,,2041,0.0
3,NewCapacity,ATX,PHEV_F,,2042,0.0
3,NewCapacity,ATX,PHEV_F,,2043,0.0
3,NewCapacity,ATX,PHEV_F,,2044,0.0
3,NewCapacity,ATX,PHEV_F,,2045,0.0
3,NewCapacity,ATX,PHEV_F,,2046,0.0
3,NewCapacity,ATX,PHEV_F,,2047,0.0
3,NewCapacity,ATX,PHEV_F,,2048,0.0
3,NewCapacity,ATX,PHEV_F,,2049,0.0
3,NewCapacity,ATX,PHEV_F,,2050,0.0
3,NewCapacity,ATX,HYBRID_F,,2015,0.0
3,NewCapacity,ATX,HYBRID_F,,2016,0.0
3,NewCapacity,ATX,HYBRID_F,,2017,0.0
3,NewCapacity,ATX,HYBRID_F,,2018,0.32
3,NewCapacity,ATX,HYBRID_F,,2019,3.16
3,NewCapacity,ATX,HYBRID_F,,2020,3.74
3,NewCapacity,ATX,HYBRID_F,,2021,0.31
3,NewCapacity,ATX,HYBRID_F,,2022,0.11
3,NewCapacity,ATX,HYBRID_F,,2023,0.0
3,NewCapacity,ATX,HYBRID_F,,2024,1.42
3,NewCapacity,ATX,HYBRID_F,,2025,1.05
3,NewCapacity,ATX,HYBRID_F,,2026,0.0
3,NewCapacity,ATX,HYBRID_F,,2027,0.0
3,NewCapacity,ATX,HYBRID_F,,2028,0.0
3,NewCapacity,ATX,HYBRID_F,,2029,0.0
3,NewCapacity,ATX,HYBRID_F,,2030,0.0
3,NewCapacity,ATX,HYBRID_F,,2031,0.0
3,NewCapacity,ATX,HYBRID_F,,2032,0.0
3,NewCapacity,ATX,HYBRID_F,,2033,0.0
3,NewCapacity,ATX,HYBRID_F,,2034,0.0
3,NewCapacity,ATX,HYBRID_F,,2035,0.0
3,NewCapacity,ATX,HYBRID_F,,2036,0.0
3,NewCapacity,ATX,HYBRID_F,,2037,0.0
3,NewCapacity,ATX,HYBRID_F,,2038,0.0
3,NewCapacity,ATX,HYBRID_F,,2039,0.0
3,NewCapacity,ATX,HYBRID_F,,2040,0.0
3,NewCapacity,ATX,HYBRID_F,,2041,0.0
3,NewCapacity,ATX,HYBRID_F,,2042,0.0
3,NewCapacity,ATX,HYBRID_F,,2043,0.0
3,NewCapacity,ATX,HYBRID_F,,2044,0.0
3,NewCapacity,ATX,HYBRID_F,,2045,0.0
3,NewCapacity,ATX,HYBRID_F,,2046,0.0
3,NewCapacity,ATX,HYBRID_F,,2047,0.0
3,NewCapacity,ATX,HYBRID_F,,2048,0.0
3,NewCapacity,ATX,HYBRID_F,,2049,0.0
3,NewCapacity,ATX,HYBRID_F,,2050,0.0
3,NewCapacity,ATX,H2V_F,,2015,0.0
3,NewCapacity,ATX,H2V_F,,2016,0.0
3,NewCapacity,ATX,H2V_F,,2017,0.0
3,NewCapacity,ATX,H2V_F,,2018,0.0
3,NewCapacity,ATX,H2V_F,,2019,0.0
3,NewCapacity,ATX,H2V_F,,2020,0.0
3,NewCapacity,ATX,H2V_F,,2021,0.0
3,NewCapacity,ATX,H2V_F,,2022,0.0
3,NewCapacity,ATX,H2V_F,,2023,0.0
3,NewCapacity,ATX,H2V_F,,2024,0.0
3,NewCapacity,ATX,H2V_F,,2025,0.0
3,NewCapacity,ATX,H2V_F,,2026,0.0
3,NewCapacity,ATX,H2V_F,,2027,0.0
3,NewCapacity,ATX,H2V_F,,2028,0.0
3,NewCapacity,ATX,H2V_F,,2029,0.0
3,NewCapacity,ATX,H2V_F,,2030,0.0
3,NewCapacity,ATX,H2V_F,,2031,0.0
3,NewCapacity,ATX,H2V_F,,2032,0.0
3,NewCapacity,ATX,H2V_F,,2033,0.0
3,NewCapacity,ATX,H2V_F,,2034,0.0
3,NewCapacity,ATX,H2V_F,,2035,0.0
3,NewCapacity,ATX,H2V_F,,2036,0.0
3,NewCapacity,ATX,H2V_F,,2037,0.0
3,NewCapacity,ATX,H2V_F,,2038,0.0
3,NewCapacity,ATX,H2V_F,,2039,0.0
3,NewCapacity,ATX,H2V_F,,2040,0.0
3,NewCapacity,ATX,H2V_F,,2041,0.0
3,NewCapacity,ATX,H2V_F,,2042,0.0
3,NewCapacity,ATX,H2V_F,,2043,0.0
3,NewCapacity,ATX,H2V_F,,2044,0.0
3,NewCapacity,ATX,H2V_F,,2045,0.0
3,NewCapacity,ATX,H2V_F,,2046,0.0
3,NewCapacity,ATX,H2V_F,,2047,0.0
3,NewCapacity,ATX,H2V_F,,2048,0.0
3,NewCapacity,ATX,H2V_F,,2049,0.0
3,NewCapacity,ATX,H2V_F,,2050,0.0
3,NewCapacity,ATX,EV_F,,2015,0.0
3,NewCapacity,ATX,EV_F,,2016,1.63
3,NewCapacity,ATX,EV_F,,2017,2.33
3,NewCapacity,ATX,EV_F,,2018,3.58
3,NewCapacity,ATX,EV_F,,2019,5.17
3,NewCapacity,ATX,EV_F,,2020,7.56
3,NewCapacity,ATX,EV_F,,2021,4.93
3,NewCapacity,ATX,EV_F,,2022,5.84
3,NewCapacity,ATX,EV_F,,2023,8.18
3,NewCapacity,ATX,EV_F,,2024,11.33
3,NewCapacity,ATX,EV_F,,2025,15.16
3,NewCapacity,ATX,EV_F,,2026,9.67
3,NewCapacity,ATX,EV_F,,2027,9.97
3,NewCapacity,ATX,EV_F,,2028,12.44
3,NewCapacity,ATX,EV_F,,2029,16.82
3,NewCapacity,ATX,EV_F,,2030,20.04
3,NewCapacity,ATX,EV_F,,2031,13.24
3,NewCapacity,ATX,EV_F,,2032,13.28
3,NewCapacity,ATX,EV_F,,2033,15.48
3,NewCapacity,ATX,EV_F,,2034,19.59
3,NewCapacity,ATX,EV_F,,2035,22.57
3,NewCapacity,ATX,EV_F,,2036,15.55
3,NewCapacity,ATX,EV_F,,2037,15.37
3,NewCapacity,ATX,EV_F,,2038,17.39
3,NewCapacity,ATX,EV_F,,2039,21.34
3,NewCapacity,ATX,EV_F,,2040,24.18
3,NewCapacity,ATX,EV_F,,2041,17.03
3,NewCapacity,ATX,EV_F,,2042,16.75
3,NewCapacity,ATX,EV_F,,2043,18.69
3,NewCapacity,ATX,EV_F,,2044,22.56
3,NewCapacity,ATX,EV_F,,2045,25.34
3,NewCapacity,ATX,EV_F,,2046,18.14
3,NewCapacity,ATX,EV_F,,2047,17.81
3,NewCapacity,ATX,EV_F,,2048,19.71
3,NewCapacity,ATX,EV_F,,2049,23.56
3,NewCapacity,ATX,EV_F,,2050,26.31
3,NewCapacity,ATX,ICE_PET_PUB,,2015,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2016,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2017,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2018,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2019,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2020,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2021,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2022,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2023,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2024,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2025,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2026,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2027,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2028,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2029,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2030,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2031,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2032,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2033,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2034,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2035,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2036,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2037,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2038,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2039,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2040,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2041,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2042,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2043,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2044,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2045,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2046,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2047,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2048,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2049,0.0
3,NewCapacity,ATX,ICE_PET_PUB,,2050,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2015,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2016,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2017,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2018,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2019,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2020,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2021,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2022,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2023,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2024,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2025,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2026,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2027,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2028,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2029,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2030,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2031,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2032,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2033,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2034,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2035,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2036,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2037,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2038,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2039,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2040,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2041,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2042,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2043,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2044,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2045,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2046,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2047,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2048,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2049,0.0
3,NewCapacity,ATX,ICE_DSL_PUB,,2050,0.0
3,NewCapacity,ATX,CNG_PUB,,2015,0.0
3,NewCapacity,ATX,CNG_PUB,,2016,0.0
3,NewCapacity,ATX,CNG_PUB,,2017,0.0
3,NewCapacity,ATX,CNG_PUB,,2018,0.0
3,NewCapacity,ATX,CNG_PUB,,2019,0.0
3,NewCapacity,ATX,CNG_PUB,,2020,0.0
3,NewCapacity,ATX,CNG_PUB,,2021,0.0
3,NewCapacity,ATX,CNG_PUB,,2022,0.0
3,NewCapacity,ATX,CNG_PUB,,2023,0.0
3,NewCapacity,ATX,CNG_PUB,,2024,0.0
3,NewCapacity,ATX,CNG_PUB,,2025,0.0
3,NewCapacity,ATX,CNG_PUB,,2026,0.0
3,NewCapacity,ATX,CNG_PUB,,2027,0.0
3,NewCapacity,ATX,CNG_PUB,,2028,0.0
3,NewCapacity,ATX,CNG_PUB,,2029,0.0
3,NewCapacity,ATX,CNG_PUB,,2030,0.0
3,NewCapacity,ATX,CNG_PUB,,2031,0.0
3,NewCapacity,ATX,CNG_PUB,,2032,0.0
3,NewCapacity,ATX,CNG_PUB,,2033,0.0
3,NewCapacity,ATX,CNG_PUB,,2034,0.0
3,NewCapacity,ATX,CNG_PUB,,2035,0.0
3,NewCapacity,ATX,CNG_PUB,,2036,0.0
3,NewCapacity,ATX,CNG_PUB,,2037,0.0
3,NewCapacity,ATX,CNG_PUB,,2038,0.0
3,NewCapacity,ATX,CNG_PUB,,2039,0.0
3,NewCapacity,ATX,CNG_PUB,,2040,0.0
3,NewCapacity,ATX,CNG_PUB,,2041,0.0
3,NewCapacity,ATX,CNG_PUB,,2042,0.0
3,NewCapacity,ATX,CNG_PUB,,2043,0.0
3,NewCapacity,ATX,CNG_PUB,,2044,0.0
3,NewCapacity,ATX,CNG_PUB,,2045,0.0
3,NewCapacity,ATX,CNG_PUB,,2046,0.0
3,NewCapacity,ATX,CNG_PUB,,2047,0.0
3,NewCapacity,ATX,CNG_PUB,,2048,0.0
3,NewCapacity,ATX,CNG_PUB,,2049,0.0
3,NewCapacity,ATX,CNG_PUB,,2050,0.0
3,NewCapacity,ATX,EV_PUB,,2015,0.0
3,NewCapacity,ATX,EV_PUB,,2016,0.05
3,NewCapacity,ATX,EV_PUB,,2017,0.08
3,NewCapacity,ATX,EV_PUB,,2018,0.11
3,NewCapacity,ATX,EV_PUB,,2019,0.17
3,NewCapacity,ATX,EV_PUB,,2020,0.08
3,NewCapacity,ATX,EV_PUB,,2021,0.0
3,NewCapacity,ATX,EV_PUB,,2022,0.01
3,NewCapacity,ATX,EV_PUB,,2023,0.01
3,NewCapacity,ATX,EV_PUB,,2024,0.0
3,NewCapacity,ATX,EV_PUB,,2025,0.0
3,NewCapacity,ATX,EV_PUB,,2026,0.0
3,NewCapacity,ATX,EV_PUB,,2027,0.0
3,NewCapacity,ATX,EV_PUB,,2028,0.07
3,NewCapacity,ATX,EV_PUB,,2029,0.09
3,NewCapacity,ATX,EV_PUB,,2030,0.15
3,NewCapacity,ATX,EV_PUB,,2031,0.17
3,NewCapacity,ATX,EV_PUB,,2032,0.09
3,NewCapacity,ATX,EV_PUB,,2033,0.01
3,NewCapacity,ATX,EV_PUB,,2034,0.01
3,NewCapacity,ATX,EV_PUB,,2035,0.01
3,NewCapacity,ATX,EV_PUB,,2036,0.01
3,NewCapacity,ATX,EV_PUB,,2037,0.01
3,NewCapacity,ATX,EV_PUB,,2038,0.01
3,NewCapacity,ATX,EV_PUB,,2039,0.01
3,NewCapacity,ATX,EV_PUB,,2040,0.08
3,NewCapacity,ATX,EV_PUB,,2041,0.11
3,NewCapacity,ATX,EV_PUB,,2042,0.18
3,NewCapacity,ATX,EV_PUB,,2043,0.18
3,NewCapacity,ATX,EV_PUB,,2044,0.09
3,NewCapacity,ATX,EV_PUB,,2045,0.01
3,NewCapacity,ATX,EV_PUB,,2046,0.01
3,NewCapacity,ATX,EV_PUB,,2047,0.02
3,NewCapacity,ATX,EV_PUB,,2048,0.02
3,NewCapacity,ATX,EV_PUB,,2049,0.02
3,NewCapacity,ATX,EV_PUB,,2050,0.02
3,NewCapacity,ATX,PHEV_PUB,,2015,0.0
3,NewCapacity,ATX,PHEV_PUB,,2016,0.0
3,NewCapacity,ATX,PHEV_PUB,,2017,0.0
3,NewCapacity,ATX,PHEV_PUB,,2018,0.0
3,NewCapacity,ATX,PHEV_PUB,,2019,0.0
3,NewCapacity,ATX,PHEV_PUB,,2020,0.0
3,NewCapacity,ATX,PHEV_PUB,,2021,0.0
3,NewCapacity,ATX,PHEV_PUB,,2022,0.0
3,NewCapacity,ATX,PHEV_PUB,,2023,0.0
3,NewCapacity,ATX,PHEV_PUB,,2024,0.0
3,NewCapacity,ATX,PHEV_PUB,,2025,0.0
3,NewCapacity,ATX,PHEV_PUB,,2026,0.0
3,NewCapacity,ATX,PHEV_PUB,,2027,0.0
3,NewCapacity,ATX,PHEV_PUB,,2028,0.0
3,NewCapacity,ATX,PHEV_PUB,,2029,0.0
