region,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ATX,10641.808,10724.8139,10808.46745,10892.77349,10977.73712,11063.36347,11149.65771,11236.62504,11324.27071,11412.60003,11501.61831,11591.33093,11681.74331,11772.86091,11864.68922,11957.2338,12050.50022,12144.49412,12239.22118,12334.6871,12430.89766,12527.85867,12625.57596,12724.05546,12823.30309,12923.32485,13024.12679,13125.71498,13228.09555,13331.2747,13435.25864,13540.05366,13645.66608,13752.10227,13859.36867,13967.47174
